date,election,state,seat,ballot_order,candidate_uid,name_on_ballot,name,sex,ethnicity,age,party_on_ballot,party_uid,party,coalition_uid,coalition,votes,votes_perc,rank,result
1970-07-04,GE-03,Sabah,P.110 Penampang,1,QVG13,J. Stephen Tibok,James Stephen Tibok,M,Bumi Sabah,-1,USNO,014-USNO,USNO,001-PERIKATAN,PERIKATAN,0,,1,won_uncontested
1970-07-04,GE-03,Sabah,P.111 Kimanis,1,V963C,Pengiran Tahir Bin Pengiran Petera,Tahir bin Patera,M,Bumi Sabah,-1,USNO,014-USNO,USNO,001-PERIKATAN,PERIKATAN,0,,1,won_uncontested
1970-07-04,GE-03,Sabah,P.112 Labuan-Beaufort,1,YPW5N,Cleophas John Majakil,Cleophas John Majakil,M,Bumi Sabah,-1,USNO,014-USNO,USNO,001-PERIKATAN,PERIKATAN,0,,1,won_uncontested
1970-07-04,GE-03,Sabah,P.113 Sabah Selatan,1,24J7Y,Haji Abdul Rashid Bin Haji Jais,Abdul Rashid bin Jais,M,Bumi Sabah,-1,USNO,014-USNO,USNO,001-PERIKATAN,PERIKATAN,0,,1,won_uncontested
1970-07-04,GE-03,Sabah,P.114 Sabah Dalam,1,5J8A7,Mohd. Arif Bin Salleh,Mohamed Arif bin Salleh,M,Bumi Sabah,-1,USNO,014-USNO,USNO,001-PERIKATAN,PERIKATAN,0,,1,won_uncontested
1970-07-04,GE-03,Sabah,P.115 Kinabalu,1,A85RK,Dato' Ganie Gilong,Abdul Ghani Gilong,M,Bumi Sabah,38,USNO,014-USNO,USNO,001-PERIKATAN,PERIKATAN,0,,1,won_uncontested
1970-07-04,GE-03,Sabah,P.116 Sandakan,1,CH2FD,Peter Lo Su Yin,Peter Lo Su Yin,M,Chinese,47,SCA,017-SCA-SBH,SCA,001-PERIKATAN,PERIKATAN,5838,64.62969113251411,1,won
1970-07-04,GE-03,Sabah,P.116 Sandakan,2,5NPAV,Chong Thain Vun,Chong Thien Vun,M,Chinese,35,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,3195,35.37030886748588,2,lost
1970-07-04,GE-03,Sabah,P.117 Labuk-Sugut,1,8ZYCG,Ajad Bin O. T. Oyung,Ajad bin Oyung,M,Bumi Sabah,-1,USNO,014-USNO,USNO,001-PERIKATAN,PERIKATAN,0,,1,won_uncontested
1970-07-04,GE-03,Sabah,P.118 Kinabatangan,1,CDMES,Pengiran Ahmad Bin Pengiran Indar,Pengiran Ahmad bin Indar,M,Bumi Sabah,-1,USNO,014-USNO,USNO,001-PERIKATAN,PERIKATAN,0,,1,won_uncontested
1970-07-04,GE-03,Sabah,P.119 Darvel,1,FVAH2,Mohamad Salleh Bin Dato' Haji Panglima Abdullah,Mohamad Salleh bin Panglima Abdullah,M,Bumi Sabah,-1,USNO,014-USNO,USNO,001-PERIKATAN,PERIKATAN,0,,1,won_uncontested
1970-07-04,GE-03,Sabah,P.120 Tawau,1,K90KB,Yeh Pao Tsu,Yeh Pao Tzu,M,Chinese,-1,SCA,017-SCA-SBH,SCA,001-PERIKATAN,PERIKATAN,4987,73.8049430220512,1,won
1970-07-04,GE-03,Sabah,P.120 Tawau,2,H2VX1,Stephen Chen Tze Hung,Stephen Chan Tze Hung,M,Chinese,34,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,1770,26.195056977948795,2,lost
1970-07-04,GE-03,Sarawak,P.121 Bau-Lundu,1,PPPNM,Siyium Ak Mutit,Sinyium anak Mutit,M,Bumi Sarawak,-1,SUPP,013-SUPP,SUPP,000-ALONE,ALONE,4539,34.67267588419525,1,won
1970-07-04,GE-03,Sarawak,P.121 Bau-Lundu,2,T4CQX,Lee Nyan Choi,Lee Nyan Choi,M,Chinese,39,SNAP,015-SNAP,SNAP,000-ALONE,ALONE,3733,28.51577419601253,2,lost
1970-07-04,GE-03,Sarawak,P.121 Bau-Lundu,3,XJ2T6,John Loyar,John Loyar anak Nyibai,M,Bumi Sarawak,-1,PERIKATAN,027-PBRS-SWK,PBRS,001-PERIKATAN,PERIKATAN,2655,20.281109158964174,3,lost
1970-07-04,GE-03,Sarawak,P.121 Bau-Lundu,4,0ZRWF,Lawrence Kureng Anak Lasif,Lawrence Kureng anak Lasif,M,Bumi Sarawak,-1,PESAKA,018-PESAKA,PESAKA,000-ALONE,ALONE,2164,16.53044076082805,4,lost
1970-07-04,GE-03,Sarawak,P.122 Bandar Kuching,1,4DEYR,Ong Kee Hui,Ong Kee Hui,M,Chinese,56,SUPP,013-SUPP,SUPP,000-ALONE,ALONE,13410,85.59938720796629,1,won
1970-07-04,GE-03,Sarawak,P.122 Bandar Kuching,2,7V511,Kenneth Lau Ah Lah,Kenneth Lau Ah Lah,M,Chinese,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,1284,8.19609345078514,2,lost_deposit
1970-07-04,GE-03,Sarawak,P.122 Bandar Kuching,3,B8V3A,Kai Yan,Kai Yan,M,Chinese,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,972,6.204519341248563,3,lost_deposit
1970-07-04,GE-03,Sarawak,P.123 Santubong,1,EPH5K,Haji Awang Awal Bin Awang Abu,Awang Wal bin Awang Abu,M,Bumi Sarawak,-1,PERIKATAN,027-PBRS-SWK,PBRS,001-PERIKATAN,PERIKATAN,6404,47.195813987766236,1,won
1970-07-04,GE-03,Sarawak,P.123 Santubong,2,J477W,Ho Ho Lim,Ho Ho Lim,M,Chinese,-1,SUPP,013-SUPP,SUPP,000-ALONE,ALONE,5744,42.331785687965215,2,lost
1970-07-04,GE-03,Sarawak,P.123 Santubong,3,NHXA5,Major Ngu Kuang Kee,Ngu Kuang Kee,M,Chinese,-1,SNAP,015-SNAP,SNAP,000-ALONE,ALONE,1421,10.472400324268554,3,lost_deposit
1970-07-04,GE-03,Sarawak,P.124 Samarahan,1,RZKCE,Abdul Taib Bin Mahmud,Abdul Taib bin Mahmud,M,Bumi Sarawak,34,PERIKATAN,027-PBRS-SWK,PBRS,001-PERIKATAN,PERIKATAN,5842,55.47431393030101,1,won
1970-07-04,GE-03,Sarawak,P.124 Samarahan,2,WD9EQ,W. M. Khan,Wazir Mohamad Khan,M,Bumi Sarawak,-1,SUPP,013-SUPP,SUPP,000-ALONE,ALONE,2852,27.08194853290286,2,lost
1970-07-04,GE-03,Sarawak,P.124 Samarahan,3,ZTZH0,Abang Anwar,Abang Anwar bin Abang Junaidi,M,Bumi Sarawak,-1,SNAP,015-SNAP,SNAP,000-ALONE,ALONE,1837,17.443737536796124,3,lost
1970-07-04,GE-03,Sarawak,P.125 Padawan,1,38NK9,Stephen K. T. Yong,Stephen Yong Kuet Tze,M,Chinese,49,SUPP,013-SUPP,SUPP,000-ALONE,ALONE,5583,50.44727568446733,1,won
1970-07-04,GE-03,Sarawak,P.125 Padawan,2,6PBNJ,Cyril Nichols,Cyril Nichols,M,Bumi Sarawak,-1,SNAP,015-SNAP,SNAP,000-ALONE,ALONE,3136,28.336495888678055,2,lost
1970-07-04,GE-03,Sarawak,P.125 Padawan,3,A41QV,Minah Ak Ranggok,Minah anak Ranggok,M,Bumi Sarawak,-1,PESAKA,018-PESAKA,PESAKA,000-ALONE,ALONE,1203,10.87015451341827,3,lost_deposit
1970-07-04,GE-03,Sarawak,P.125 Padawan,4,DHQT4,John Turing,John Turing,M,Bumi Sarawak,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,1145,10.346073913436342,4,lost_deposit
1970-07-04,GE-03,Sarawak,P.126 Serian,1,GZDWD,Pengarah Rahun Ak Dabah,Rahun anak Dabak,M,Bumi Sarawak,-1,SNAP,015-SNAP,SNAP,000-ALONE,ALONE,6001,43.70402738329327,1,won
1970-07-04,GE-03,Sarawak,P.126 Serian,2,MD3YP,Peter Ng Eng Lim,Peter Ng Eng Lim,M,Chinese,-1,SUPP,013-SUPP,SUPP,000-ALONE,ALONE,3993,29.080183526327293,2,lost
1970-07-04,GE-03,Sarawak,P.126 Serian,3,QTT0Z,Dominic Dago Anak Randan,Dominic Andrew Dago anak Randan,M,Bumi Sarawak,-1,PERIKATAN,027-PBRS-SWK,PBRS,001-PERIKATAN,PERIKATAN,3737,27.215789090379435,3,lost
1970-07-04,GE-03,Sarawak,P.127 Simunjan,1,V8G38,Bojeng Bin Andot,Bojeng bin Andot,M,Bumi Sarawak,-1,PERIKATAN,027-PBRS-SWK,PBRS,001-PERIKATAN,PERIKATAN,4920,53.84110308601444,1,won
1970-07-04,GE-03,Sarawak,P.127 Simunjan,2,YP65H,Jubang Anak Tawi,Jubang anak Tawi,M,Bumi Sarawak,-1,SNAP,015-SNAP,SNAP,000-ALONE,ALONE,3076,33.661632742394396,2,lost
1970-07-04,GE-03,Sarawak,P.127 Simunjan,3,23W7T,Tk Bujang Bin Haji Amin,Bujang bin Amin,M,Bumi Sarawak,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,1142,12.497264171591157,3,lost_deposit
1970-07-04,GE-03,Sarawak,P.128 Batang Lupar,1,5HJA3,Edwen Anak Tangkon,Edwen anak Tangkon,M,Bumi Sarawak,-1,SNAP,015-SNAP,SNAP,000-ALONE,ALONE,4751,36.71561051004637,1,won
1970-07-04,GE-03,Sarawak,P.128 Batang Lupar,2,8Z8CC,Hollis Ak Tini,Hollis anak Tini,M,Bumi Sarawak,-1,SUPP,013-SUPP,SUPP,000-ALONE,ALONE,3247,25.09273570324575,2,lost
1970-07-04,GE-03,Sarawak,P.128 Batang Lupar,3,CCYEN,Yaman Bin Mohd. Tahir,Yaman bin Mohd Tahir,M,Bumi Sarawak,-1,PESAKA,018-PESAKA,PESAKA,000-ALONE,ALONE,3142,24.281298299845442,3,lost
1970-07-04,GE-03,Sarawak,P.128 Batang Lupar,4,FTMGY,Abg. Haji Hamid Salam,Abang Hamid Salam,M,Bumi Sarawak,-1,PERIKATAN,027-PBRS-SWK,PBRS,001-PERIKATAN,PERIKATAN,1800,13.910355486862441,4,lost
1970-07-04,GE-03,Sarawak,P.129 Lubok Antu,1,K8AK7,Jonathan Natwin Jinggong,Jonathan Narwin anak Jinggong,M,Bumi Sarawak,-1,SNAP,015-SNAP,SNAP,000-ALONE,ALONE,1867,30.46173927231196,1,won
1970-07-04,GE-03,Sarawak,P.129 Lubok Antu,2,PP0NG,Unah Ak Dudong,Unah anak Dudong,M,Bumi Sarawak,-1,PESAKA,018-PESAKA,PESAKA,000-ALONE,ALONE,1577,25.730135421765375,2,lost
1970-07-04,GE-03,Sarawak,P.129 Lubok Antu,3,T3PQS,Bauk Ak Lang,Bauk anak Lang,M,Bumi Sarawak,-1,SUPP,013-SUPP,SUPP,000-ALONE,ALONE,1480,24.147495513134277,3,lost
1970-07-04,GE-03,Sarawak,P.129 Lubok Antu,4,XHCT2,Buda Ak Ulan,Buda anak Ulan,M,Bumi Sarawak,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,620,10.115842714961659,4,lost_deposit
1970-07-04,GE-03,Sarawak,P.129 Lubok Antu,5,0Z2WB,Belon Ak Ubak,Belon anak Ubak,M,Bumi Sarawak,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,585,9.544787077826726,5,lost_deposit
1970-07-04,GE-03,Sarawak,P.130 Betong,1,4CRYM,Andrew Mara Ak Walter Unjah,Andrew Mara anak Walter Unjah,M,Bumi Sarawak,-1,SNAP,015-SNAP,SNAP,000-ALONE,ALONE,3816,42.99718309859155,1,won
1970-07-04,GE-03,Sarawak,P.130 Betong,2,7TF0X,Abg. Haji Hood Bin Abg. Haji Suhaimi,Abang Hood bin Abang Suhaimi,M,Bumi Sarawak,-1,PERIKATAN,027-PBRS-SWK,PBRS,001-PERIKATAN,PERIKATAN,2441,27.504225352112677,2,lost
1970-07-04,GE-03,Sarawak,P.130 Betong,3,B8536,Langgi Ak Jilap,Langgi anak Jilap,M,Bumi Sarawak,-1,PESAKA,018-PESAKA,PESAKA,000-ALONE,ALONE,1611,18.152112676056337,3,lost
1970-07-04,GE-03,Sarawak,P.130 Betong,4,ENV5F,Umpang Ak Pelima,Umpang anak Pelima,M,Bumi Sarawak,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,1007,11.346478873239436,4,lost_deposit
1970-07-04,GE-03,Sarawak,P.131 Saratok,1,J3H7R,Edmund Langgu Ak Saga,Edmund Langgu anak Saga,M,Bumi Sarawak,34,SNAP,015-SNAP,SNAP,000-ALONE,ALONE,3968,42.08739923631735,1,won
1970-07-04,GE-03,Sarawak,P.131 Saratok,2,NH7A1,Anthony Nibong Ak Linggang,Anthony Nibong anak Linggang,M,Bumi Sarawak,-1,PESAKA,018-PESAKA,PESAKA,000-ALONE,ALONE,2536,26.89859991514637,2,lost
1970-07-04,GE-03,Sarawak,P.131 Saratok,3,RYXCA,Haji M. Su'Aut Tahir,M. Su'Aut Tahir,M,Bumi Sarawak,-1,PERIKATAN,027-PBRS-SWK,PBRS,001-PERIKATAN,PERIKATAN,1792,19.00721255833687,3,lost
1970-07-04,GE-03,Sarawak,P.131 Saratok,4,WCKEK,Bauk Ak Buma,Bauk anak Buma,M,Bumi Sarawak,-1,SUPP,013-SUPP,SUPP,000-ALONE,ALONE,1132,12.006788290199406,4,lost_deposit
1970-07-04,GE-03,Sarawak,P.132 Sarikei,1,ZT9GW,Cheng Ko Ming,Chen Ko Ming,M,Chinese,-1,PERIKATAN,019-SCA-SWK,SCA,001-PERIKATAN,PERIKATAN,4041,41.06290011177725,1,won
1970-07-04,GE-03,Sarawak,P.132 Sarikei,2,37ZK5,Lo Pek Ung,Lo Pek Ung,M,Chinese,-1,SUPP,013-SUPP,SUPP,000-ALONE,ALONE,3337,33.909155573620566,2,lost
1970-07-04,GE-03,Sarawak,P.132 Sarikei,3,6NNNE,Wong Yuk Feng,Wong Yuk Feng,M,Chinese,-1,SNAP,015-SNAP,SNAP,000-ALONE,ALONE,1389,14.114419266334721,3,lost
1970-07-04,GE-03,Sarawak,P.132 Sarikei,4,A3BQQ,Then Kwan Long (Mok),Then Kwan Long (Mok),M,Chinese,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,960,9.755106188395487,4,lost_deposit
1970-07-04,GE-03,Sarawak,P.132 Sarikei,5,DH1T0,Ching Ting Chiok,Ching Ting Chiok,M,Chinese,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,114,1.1584188598719642,5,lost_deposit
1970-07-04,GE-03,Sarawak,P.133 Payang,1,GYQW9,Dato' Haji Abdul-Rahman Ya'Kub,Abdul Rahman bin Ya'kub,M,Bumi Sarawak,42,PERIKATAN,027-PBRS-SWK,PBRS,001-PERIKATAN,PERIKATAN,5839,48.08927689013342,1,won
1970-07-04,GE-03,Sarawak,P.133 Payang,2,MCDYJ,Nyandang Ak Linang,Nyandang anak Linang,M,Bumi Sarawak,-1,SUPP,013-SUPP,SUPP,000-ALONE,ALONE,4025,33.149398781090426,2,lost
1970-07-04,GE-03,Sarawak,P.133 Payang,3,QT40V,Abuseman Bin Merais,Abuseman bin Merais,M,Bumi Sarawak,-1,PESAKA,018-PESAKA,PESAKA,000-ALONE,ALONE,1394,11.480810410146598,3,lost_deposit
1970-07-04,GE-03,Sarawak,P.133 Payang,4,V7T34,Charlie Yu Chee Chiong,Charlie Yu Chee Chiong,M,Chinese,-1,SNAP,015-SNAP,SNAP,000-ALONE,ALONE,884,7.28051391862955,4,lost_deposit
1970-07-04,GE-03,Sarawak,P.134 Bandar Sibu,1,YNG5D,Khoo Peng Loong,Khoo Peng Loong,M,Chinese,-1,SUPP,013-SUPP,SUPP,000-ALONE,ALONE,7655,57.3666067146283,1,won
1970-07-04,GE-03,Sarawak,P.134 Bandar Sibu,2,2367P,Ting Tieng Tong,Ting Tieng Tong,M,Chinese,-1,PERIKATAN,019-SCA-SWK,SCA,001-PERIKATAN,PERIKATAN,3560,26.678657074340528,2,lost
1970-07-04,GE-03,Sarawak,P.134 Bandar Sibu,3,5GW9Z,Joseph C. C. Tang,Joseph Tang Cheok Chung    ,M,Chinese,-1,SNAP,015-SNAP,SNAP,000-ALONE,ALONE,1212,9.082733812949641,3,lost_deposit
1970-07-04,GE-03,Sarawak,P.134 Bandar Sibu,4,8YJC8,Lim Ung Chiew,Lim Ung Chiew,M,Chinese,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,519,3.889388489208633,4,lost_deposit
1970-07-04,GE-03,Sarawak,P.134 Bandar Sibu,5,CC8EH,Peter Hwang,Peter Hwang,M,Chinese,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,398,2.9826139088729016,5,lost_deposit
1970-07-04,GE-03,Sarawak,P.135 Rajang,1,FSYGT,Tibuoh Ak Rantai,Tibuoh anak Rantai,M,Bumi Sarawak,-1,SUPP,013-SUPP,SUPP,000-ALONE,ALONE,4217,40.74789834766644,1,won
1970-07-04,GE-03,Sarawak,P.135 Rajang,2,K7MK3,Penghulu Poh,Poh Kaya,M,Bumi Sarawak,-1,PESAKA,018-PESAKA,PESAKA,000-ALONE,ALONE,2596,25.084549231809838,2,lost
1970-07-04,GE-03,Sarawak,P.135 Rajang,3,PNANC,Alexander Ak Seli,Alexander anak Seli,M,Bumi Sarawak,-1,SNAP,015-SNAP,SNAP,000-ALONE,ALONE,1540,14.88066479853126,3,lost
1970-07-04,GE-03,Sarawak,P.135 Rajang,4,T30QN,Anyau Ak Bakit,Anyau anak Bakit,M,Bumi Sarawak,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,1423,13.75012078461687,4,lost
1970-07-04,GE-03,Sarawak,P.135 Rajang,5,XGPSY,Salleh Ak Garasi,Salleh anak Garasi,M,Bumi Sarawak,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,573,5.536766837375592,5,lost_deposit
1970-07-04,GE-03,Sarawak,P.136 Mukah,1,0YCW7,Latip Bin Haji Dris,Latip bin Dris,M,Bumi Sarawak,48,PERIKATAN,027-PBRS-SWK,PBRS,001-PERIKATAN,PERIKATAN,3632,36.00317208564631,1,won
1970-07-04,GE-03,Sarawak,P.136 Mukah,2,4C2YG,Ugil Ak Unchong,Ugil anak Unchong,M,Bumi Sarawak,41,SNAP,015-SNAP,SNAP,000-ALONE,ALONE,2300,22.799365582870738,2,lost
1970-07-04,GE-03,Sarawak,P.136 Mukah,3,7SS0S,Stephen Kule,Stephen Kule,M,Bumi Sarawak,-1,PESAKA,018-PESAKA,PESAKA,000-ALONE,ALONE,1892,18.754956383822364,3,lost
1970-07-04,GE-03,Sarawak,P.136 Mukah,4,B7F32,Richard Hanya,Richard Hanya,M,Bumi Sarawak,-1,SUPP,013-SUPP,SUPP,000-ALONE,ALONE,1368,13.560666137985725,4,lost
1970-07-04,GE-03,Sarawak,P.136 Mukah,5,EN55B,Jawan Anak Kapong,Jawan anak Kapong,M,Bumi Sarawak,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,896,8.881839809674862,5,lost_deposit
1970-07-04,GE-03,Sarawak,P.137 Julau,1,J2V7M,Pengarah Banyang,Banyang anak Janting,M,Bumi Sarawak,-1,PESAKA,018-PESAKA,PESAKA,000-ALONE,ALONE,2330,50.68522949749836,1,won
1970-07-04,GE-03,Sarawak,P.137 Julau,2,NGH9X,Salang Ak. P. Siden,Thomas Salang anak Siden,M,Bumi Sarawak,25,SNAP,015-SNAP,SNAP,000-ALONE,ALONE,2267,49.31477050250163,2,lost
1970-07-04,GE-03,Sarawak,P.138 Kanowit,1,RY7C6,Unting Ak Umang,Joseph Unting anak Umang,M,Bumi Sarawak,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,2020,30.176277263220797,1,won
1970-07-04,GE-03,Sarawak,P.138 Kanowit,2,WBXEF,Chua Kai Siong,Chua Kai Siong,M,Chinese,-1,SUPP,013-SUPP,SUPP,000-ALONE,ALONE,1532,22.8861667164625,2,lost
1970-07-04,GE-03,Sarawak,P.138 Kanowit,3,ZSKGR,Bujang Ak Manja,Bujang anak Manja,M,Bumi Sarawak,-1,PESAKA,018-PESAKA,PESAKA,000-ALONE,ALONE,949,14.176874813265611,3,lost
1970-07-04,GE-03,Sarawak,P.138 Kanowit,4,379K1,Penghulu Masam,Mandoh Badin,M,Bumi Sarawak,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,787,11.756797131759784,4,lost_deposit
1970-07-04,GE-03,Sarawak,P.138 Kanowit,5,6MZNA,Blaja Ak Angkin,Blaja anak Angkin,M,Bumi Sarawak,-1,SNAP,015-SNAP,SNAP,000-ALONE,ALONE,686,10.247983268598745,5,lost_deposit
1970-07-04,GE-03,Sarawak,P.138 Kanowit,6,A2NQK,Jarit Anak Meluda,Jarit anak Meluda,M,Bumi Sarawak,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,463,6.916641768748133,6,lost_deposit
1970-07-04,GE-03,Sarawak,P.138 Kanowit,7,DGBSW,Lee Ghin Ching,Lee Ghin Ching,M,Chinese,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,257,3.839259037944428,7,lost_deposit
1970-07-04,GE-03,Sarawak,P.139 Kapit,1,GY1W5,Penghulu Abit Ak Angkin,Abit anak Angkin,M,Bumi Sarawak,-1,SNAP,015-SNAP,SNAP,000-ALONE,ALONE,3008,41.69092169092169,1,won
1970-07-04,GE-03,Sarawak,P.139 Kapit,2,MBQYE,Penghulu Jinggot Ak Atan,Jinggot anak Atan,M,Bumi Sarawak,-1,PESAKA,018-PESAKA,PESAKA,000-ALONE,ALONE,2598,36.00831600831601,2,lost
1970-07-04,GE-03,Sarawak,P.139 Kapit,3,QSE0Q,Penghulu Kuleh,Kuleh,M,Bumi Sarawak,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,1609,22.3007623007623,3,lost
1970-07-04,GE-03,Sarawak,P.140 Ulu Rajang,1,V7430,Temenggong Jugah Ak Bareng,Jugah anak Bareng,M,Bumi Sarawak,67,PESAKA,018-PESAKA,PESAKA,000-ALONE,ALONE,2795,41.38288421676044,1,won
1970-07-04,GE-03,Sarawak,P.140 Ulu Rajang,2,YMT59,Sibat Ak Tagong,Sibat Miyut anak Tagong,M,Bumi Sarawak,-1,SNAP,015-SNAP,SNAP,000-ALONE,ALONE,1428,21.143026354752738,2,lost
1970-07-04,GE-03,Sarawak,P.140 Ulu Rajang,3,22G7J,Rabong Ah Langgot,Rabong anak Langgot,M,Bumi Sarawak,-1,SUPP,013-SUPP,SUPP,000-ALONE,ALONE,1424,21.083802191294048,3,lost
1970-07-04,GE-03,Sarawak,P.140 Ulu Rajang,4,5G69V,Kupa Ak Kanyan,Kupa anak Kanyan,M,Bumi Sarawak,55,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,1107,16.390287237192773,4,lost
1970-07-04,GE-03,Sarawak,P.141 Bintulu,1,8XWC4,Ting Ming Kiong,Ting Ming Kiong,M,Chinese,-1,PERIKATAN,019-SCA-SWK,SCA,001-PERIKATAN,PERIKATAN,2919,33.56329768885823,1,won
1970-07-04,GE-03,Sarawak,P.141 Bintulu,2,CBJED,Jilan Ak Nyeggang,Jilan anak Nyeggang,M,Bumi Sarawak,-1,PESAKA,018-PESAKA,PESAKA,000-ALONE,ALONE,2183,25.10060940554214,2,lost
1970-07-04,GE-03,Sarawak,P.141 Bintulu,3,FS8GP,Ismail Bin Haji Sebli,Ismail bin Sebli,M,Bumi Sarawak,-1,SNAP,015-SNAP,SNAP,000-ALONE,ALONE,2038,23.43336782798666,3,lost
1970-07-04,GE-03,Sarawak,P.141 Bintulu,4,K6YJZ,Tedong Ah Taboh,Tedong anak Taboh,M,Bumi Sarawak,-1,SUPP,013-SUPP,SUPP,000-ALONE,ALONE,1461,16.79889617109348,4,lost
1970-07-04,GE-03,Sarawak,P.141 Bintulu,5,PMMN8,Jubin Ak Magah,Jubin anak Magah,M,Bumi Sarawak,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,96,1.1038289065194895,5,lost_deposit
1970-07-04,GE-03,Sarawak,P.142 Miri-Subis,1,T2AQH,Dato' James Wong Kim Min,James Wong Kim Min,M,Chinese,48,SNAP,015-SNAP,SNAP,000-ALONE,ALONE,4391,46.357685810810814,1,won
1970-07-04,GE-03,Sarawak,P.142 Miri-Subis,2,XG0ST,Ekoon Bin Bantar,Ekoon bin Bantar,M,Bumi Sarawak,-1,SUPP,013-SUPP,SUPP,000-ALONE,ALONE,3892,41.08952702702703,2,lost
1970-07-04,GE-03,Sarawak,P.142 Miri-Subis,3,0XPW3,Penghulu Guyang,Guyang anak Nisau,M,Bumi Sarawak,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,1189,12.552787162162163,3,lost
1970-07-04,GE-03,Sarawak,P.143 Baram,1,4BCYC,Lu Hat Wan,Luhat Wan,M,Bumi Sarawak,-1,SNAP,015-SNAP,SNAP,000-ALONE,ALONE,5100,58.23247316738982,1,won
1970-07-04,GE-03,Sarawak,P.143 Baram,2,7S30N,Tama Weng Tinggang Wan,Tama Weng Tinggang Wan,M,Bumi Sarawak,-1,SUPP,013-SUPP,SUPP,000-ALONE,ALONE,1863,21.27197990408769,2,lost
1970-07-04,GE-03,Sarawak,P.143 Baram,3,B6S2Y,Penghulu Gan Jau,Gan Jau,M,Bumi Sarawak,-1,PESAKA,018-PESAKA,PESAKA,000-ALONE,ALONE,1795,20.495546928522494,3,lost
1970-07-04,GE-03,Sarawak,P.144 Limbang-Lawas,1,EMF57,Chegu Bungsu Bin Abdullah,Awang Bungsu bin Abdullah,M,Bumi Sarawak,-1,SNAP,015-SNAP,SNAP,000-ALONE,ALONE,4744,53.513818386914835,1,won
1970-07-04,GE-03,Sarawak,P.144 Limbang-Lawas,2,J257G,Awang Baja Bin Awang Besar,Awang Baja bin Awang Besar,M,Bumi Sarawak,45,PERIKATAN,027-PBRS-SWK,PBRS,001-PERIKATAN,PERIKATAN,2773,31.280315848843763,2,lost
1970-07-04,GE-03,Sarawak,P.144 Limbang-Lawas,3,NFV9S,Pengarah Ngang Ak Bundan,Ngang anak Bundan,M,Bumi Sarawak,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,1348,15.2058657642414,3,lost
1974-08-24,GE-04,Perlis,P.001 Kangar,1,RFS9J,Shaari Bin Jusoh,Shaari bin Jusoh,M,Malay,-1,BN,001-UMNO,UMNO,001-BN,BN,14250,63.630274614869386,1,won
1974-08-24,GE-04,Perlis,P.001 Kangar,2,VXFBV,Raja Mukhtaruddin Bin Raja Mohd. Dain,Raja Mukhtaruddin bin Raja Mohd. Dain,M,Malay,35,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,5349,23.88479571332887,2,lost
1974-08-24,GE-04,Perlis,P.001 Kangar,3,ZB5E4,Saad. Bin Man,Saad bin Man,M,Malay,-1,PSRM,009-PSRM,PSRM,000-ALONE,ALONE,2796,12.48492967180174,3,lost_deposit
1974-08-24,GE-04,Perlis,P.002 Arau,1,2RVGD,Syed Hassan Bin Syed Mohamad,Syed Hassan bin Syed Mohamad,M,Malay,-1,BN,001-UMNO,UMNO,001-BN,BN,14789,70.58177826564214,1,won
1974-08-24,GE-04,Perlis,P.002 Arau,2,66HJP,Idrus @ Darus Bin Omar,Idrus bin Omar (Darus),M,Malay,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,6164,29.418221734357846,2,lost
1974-08-24,GE-04,Kedah,P.003 Jerlun-Langkawi,1,PKYN4,Dato' Syed Nahar Bin Tun Syed Sheh Shahabuddin,Syed Nahar bin Syed Sheh Shahabuddin,M,Malay,40,BN,001-UMNO,UMNO,001-BN,BN,0,,1,won_uncontested
