date,election,state,seat,ballot_order,candidate_uid,name_on_ballot,name,sex,ethnicity,age,party_on_ballot,party_uid,party,coalition_uid,coalition,votes,votes_perc,rank,result
2013-05-05,GE-13,Pahang,P.085 Pekan,2,Z0VZC,Fariz Musa,Fariz bin Musa,M,Malay,43,PKR,078-PKR,PKR,007-PR,PR,15665,23.40050490715982,2,lost
2013-05-05,GE-13,Pahang,P.086 Maran,1,VA7VF,Mujibur Rahman,Mujibur Rahman bin Ishak,M,Malay,41,PAS,004-PAS,PAS,007-PR,PR,12774,39.89007900571464,2,lost
2013-05-05,GE-13,Pahang,P.086 Maran,2,K2557,Ismail Bin Hj Abdul Muttalib,Ismail bin Abdul Muttalib,M,Malay,59,BN,001-UMNO,UMNO,001-BN,BN,19249,60.10992099428536,1,won
2013-05-05,GE-13,Pahang,P.087 Kuala Krau,1,SXH9S,Ismail Bin Mohamed Said,Ismail bin Mohamed Said,M,Malay,48,BN,001-UMNO,UMNO,001-BN,BN,21575,58.39761808093111,1,won
2013-05-05,GE-13,Pahang,P.087 Kuala Krau,2,EB6VE,Shahril Azman Bin Abdul Halim Al-Hafiz,Shahril Azman bin Abd Halim,M,Malay,41,PAS,004-PAS,PAS,007-PR,PR,15370,41.60238191906889,2,lost
2013-05-05,GE-13,Pahang,P.088 Temerloh,1,Q00F7,Saifuddin Abdullah,Saifuddin bin Abdullah,M,Malay,52,BN,001-UMNO,UMNO,001-BN,BN,27197,49.03541035626713,2,lost
2013-05-05,GE-13,Pahang,P.088 Temerloh,2,66J5T,Nasrudin Hassan Tantawi,Nasrudin bin Hassan Tantawi,M,Malay,43,PAS,004-PAS,PAS,007-PR,PR,28267,50.96458964373287,1,won
2013-05-05,GE-13,Pahang,P.089 Bentong,1,HRWXQ,Wong Tack,Wong Tack,M,Chinese,54,DAP,021-DAP,DAP,007-PR,PR,25568,49.632145976899935,2,lost
2013-05-05,GE-13,Pahang,P.089 Bentong,2,XVQF2,Liow Tiong Lai,Liow Tiong Lai,M,Chinese,52,BN,003-MCA,MCA,001-BN,BN,25947,50.367854023100065,1,won
2013-05-05,GE-13,Pahang,P.090 Bera,1,DK4DG,Zakaria Abdul Hamid,Zakaria Abdul Hamid,M,Malay,48,PKR,078-PKR,PKR,007-PR,PR,19526,46.64039173533978,2,lost
2013-05-05,GE-13,Pahang,P.090 Bera,2,N6K00,Mohd Wali Ahmad,Mohd Wali Ahmad,M,Malay,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,670,1.6003821808193,3,lost_deposit
2013-05-05,GE-13,Pahang,P.090 Bera,3,XB7C2,Ismail Sabri Yaakob,Ismail Sabri bin Yaakob,M,Malay,53,BN,001-UMNO,UMNO,001-BN,BN,21669,51.759226083840915,1,won
2013-05-05,GE-13,Pahang,P.091 Rompin,1,KKP3M,Jamaludin Bin Jarjis,Jamaluddin bin Mohd Jarjis,M,Malay,62,BN,001-UMNO,UMNO,001-BN,BN,30040,66.80603122359116,1,won
2013-05-05,GE-13,Pahang,P.091 Rompin,2,XKTJD,Nuridah,Nuridah binti Mohd Salleh,F,Malay,52,PAS,004-PAS,PAS,007-PR,PR,14926,33.193968776408845,2,lost
2013-05-05,GE-13,Selangor,P.092 Sabak Bernam,1,RM929,Abdul Aziz Bari,Abdul Aziz bin Bari,M,Malay,54,PKR,078-PKR,PKR,007-PR,PR,14620,46.96434307741728,2,lost
2013-05-05,GE-13,Selangor,P.092 Sabak Bernam,2,W1Z4J,Fasiah,Mohd Fasiah bin Mohd Fakeh,M,Malay,57,BN,001-UMNO,UMNO,001-BN,BN,16510,53.03565692258272,1,won
2013-05-05,GE-13,Selangor,P.093 Sungai Besar,1,ZFN6V,Salleh Husin,Mohamed Salleh bin M Husin,M,Malay,65,PAS,004-PAS,PAS,007-PR,PR,18296,49.4606796247736,2,lost
2013-05-05,GE-13,Selangor,P.093 Sungai Besar,2,46KGM,Noriah Binti Kasnon,Noriah binti Kasnon,F,Malay,49,BN,001-UMNO,UMNO,001-BN,BN,18695,50.5393203752264,1,won
2013-05-05,GE-13,Selangor,P.094 Hulu Selangor,1,2XB94,Santhara,Edmund Santhara Kumar a/l Ramanaidu,M,Indian,42,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,999,1.3592576466746489,4,lost_deposit
2013-05-05,GE-13,Selangor,P.094 Hulu Selangor,2,6B1BD,Radzali Mokhtar,Radzali bin Mokhtar,M,Malay,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,1105,1.5034831827582453,3,lost_deposit
2013-05-05,GE-13,Selangor,P.094 Hulu Selangor,3,R3RNQ,Khalid Jaafar,Khalid bin Jaafar,M,Malay,58,PKR,078-PKR,PKR,007-PR,PR,33989,46.246054207031676,2,lost
2013-05-05,GE-13,Selangor,P.094 Hulu Selangor,4,V2NT3,P.Kamalanathan,Kamalanathan a/l Panchanathan,M,Indian,48,BN,002-MIC,MIC,001-BN,BN,37403,50.89120496353543,1,won
2013-05-05,GE-13,Selangor,P.095 Tanjong Karang,1,9RQDP,Herman Tino,Masrun bin Tamsi,M,Malay,59,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,340,0.9178770044813995,3,lost_deposit
2013-05-05,GE-13,Selangor,P.095 Tanjong Karang,2,B2AGF,Noh Bin Omar,Noh Omar,M,Malay,55,BN,001-UMNO,UMNO,001-BN,BN,20548,55.47216672965823,1,won
2013-05-05,GE-13,Selangor,P.095 Tanjong Karang,3,D6DFZ,Rashdi,Mohamad Rashdi bin Deraman,M,Malay,49,PAS,004-PAS,PAS,007-PR,PR,16154,43.609956265860376,2,lost
2013-05-05,GE-13,Selangor,P.096 Kuala Selangor,1,YZTTD,Dzulkefly Ahmad,Dzulkefly bin Ahmad,M,Malay,57,PAS,004-PAS,PAS,007-PR,PR,27040,49.57829116244958,2,lost
2013-05-05,GE-13,Selangor,P.096 Kuala Selangor,2,GM3J8,Irmohizam,Irmohizam bin Ibrahim,M,Malay,37,BN,001-UMNO,UMNO,001-BN,BN,27500,50.42170883755042,1,won
2013-05-05,GE-13,Selangor,P.097 Selayang,1,84ETM,William Leong Jee Keen,William Leong Jee Keen,M,Chinese,56,PKR,078-PKR,PKR,007-PR,PR,52343,57.59573063380282,1,won
2013-05-05,GE-13,Selangor,P.097 Selayang,2,DB779,Donald Lim Siang Chai,Lim Siang Chai,M,Chinese,58,BN,003-MCA,MCA,001-BN,BN,34385,37.8356073943662,2,lost
2013-05-05,GE-13,Selangor,P.097 Selayang,3,M1SMH,Mohd Hazizi,Mohd Hazizi bin Abdul Rahman,M,Malay,43,BERJASA,036-BERJASA,BERJASA,000-ALONE,ALONE,4152,4.568661971830986,3,lost_deposit
2013-05-05,GE-13,Selangor,P.098 Gombak,1,39C6H,Azmin Ali,Mohamed Azmin bin Ali,M,Malay,49,PKR,078-PKR,PKR,007-PR,PR,54827,52.020987912025355,1,won
2013-05-05,GE-13,Selangor,P.098 Gombak,2,QFFPT,Said Nazar,Said Nazar bin Abu Baker,M,Malay,42,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,474,0.449740971971839,3,lost_deposit
2013-05-05,GE-13,Selangor,P.098 Gombak,3,NB1W1,Rahman Ismail,Raman bin Ismail,M,Malay,54,BN,001-UMNO,UMNO,001-BN,BN,50093,47.52927111600281,2,lost
2013-05-05,GE-13,Selangor,P.099 Ampang,1,EZTZ6,Zuraida Kamaruddin,Zuraida binti Kamaruddin,F,Malay,55,PKR,078-PKR,PKR,007-PR,PR,41969,59.39569770733088,1,won
2013-05-05,GE-13,Selangor,P.099 Ampang,2,RRQYA,Rozaidah Talib,Rozaidah binti Talib,F,Malay,50,BN,001-UMNO,UMNO,001-BN,BN,28691,40.60430229266912,2,lost
2013-05-05,GE-13,Selangor,P.100 Pandan,1,YAVVC,Rafizi Ramli,Mohd Rafizi bin Ramli,M,Malay,36,PKR,078-PKR,PKR,007-PR,PR,48183,66.87253650141565,1,won
2013-05-05,GE-13,Selangor,P.100 Pandan,2,1RHXN,Allan Tan,Allan Tan Yew Leng,M,Chinese,35,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,2415,3.3517459612502085,3,lost_deposit
2013-05-05,GE-13,Selangor,P.100 Pandan,3,567ZY,Lim Chin Yee,Lim Chin Yee,M,Chinese,39,BN,003-MCA,MCA,001-BN,BN,21454,29.775717537334145,2,lost
2013-05-05,GE-13,Selangor,P.101 Hulu Langat,1,8KY27,Adzhaliza Binti Mohd Nor,Adzhaliza binti Mohd Nor,F,Malay,46,BN,001-UMNO,UMNO,001-BN,BN,46860,42.22116103687819,2,lost
2013-05-05,GE-13,Selangor,P.101 Hulu Langat,2,S6G0T,Che Rosli Che Mat,Che Rosli bin Che Mat,M,Malay,62,PAS,004-PAS,PAS,007-PR,PR,64127,57.77883896312181,1,won
2013-05-05,GE-13,Selangor,P.102 Serdang,1,NAB8S,Yap Pian Hon,Yap Pian Hon,M,Chinese,70,BN,003-MCA,MCA,001-BN,BN,37032,31.850004300335428,2,lost
2013-05-05,GE-13,Selangor,P.102 Serdang,2,C1M4G,Ong Kian Ming,Ong Kian Ming,M,Chinese,38,DAP,021-DAP,DAP,007-PR,PR,79238,68.14999569966457,1,won
2013-05-05,GE-13,Selangor,P.103 Puchong,1,NV73R,Gobind Singh Deo,Gobind Singh Deo,M,Other,40,DAP,021-DAP,DAP,007-PR,PR,62938,67.6214624922105,1,won
2013-05-05,GE-13,Selangor,P.103 Puchong,2,FFA6S,A. Kohilan Pillay,A. Kohilan Pillay a/l G. Appu,M,Indian,46,BN,026-GERAKAN,GERAKAN,001-BN,BN,30136,32.3785375077895,2,lost
2013-05-05,GE-13,Selangor,P.104 Kelana Jaya,1,GRJE9,Loh Seng Kok,Loh Seng Kok,M,Chinese,51,BN,003-MCA,MCA,001-BN,BN,27963,32.852812632172565,2,lost
2013-05-05,GE-13,Selangor,P.104 Kelana Jaya,2,JX092,Toh Sin Wah,Toh Sin Wah,M,Chinese,54,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,363,0.4264768081206824,3,lost_deposit
2013-05-05,GE-13,Selangor,P.104 Kelana Jaya,3,PAPBB,Wong Chen,Wong Chen,M,Chinese,45,PKR,078-PKR,PKR,007-PR,PR,56790,66.72071055970676,1,won
2013-05-05,GE-13,Selangor,P.105 Petaling Jaya Selatan,1,SRCDM,Ibrahim Khatib,Ibrahim bin Khatib,M,Malay,59,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,1447,2.2484655426928755,3,lost_deposit
2013-05-05,GE-13,Selangor,P.105 Petaling Jaya Selatan,2,WPK8A,Hee Loy Sian,Hee Loy Sian,M,Chinese,43,PKR,078-PKR,PKR,007-PR,PR,41062,63.80545412166887,1,won
2013-05-05,GE-13,Selangor,P.105 Petaling Jaya Selatan,3,GZSMC,Sheah Kok Fah,Sheah Kok Fah,M,Chinese,49,BN,003-MCA,MCA,001-BN,BN,21846,33.94608033563826,2,lost
2013-05-05,GE-13,Selangor,P.106 Petaling Jaya Utara,1,X62FX,Chew Hoong Ling,Chew Hoong Ling,F,Chinese,33,BN,003-MCA,MCA,001-BN,BN,12735,18.156026346554132,2,lost
2013-05-05,GE-13,Selangor,P.106 Petaling Jaya Utara,2,049AK,Tony Pua,Tony Pua Kiam Wee,M,Chinese,41,DAP,021-DAP,DAP,007-PR,PR,57407,81.84397365344587,1,won
2013-05-05,GE-13,Selangor,P.107 Subang,1,0KRJ6,Nazaruddin,Nazaruddin bin Mohamed Ferdoos,M,Malay,40,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,460,0.4146049085615913,4,lost_deposit
2013-05-05,GE-13,Selangor,P.107 Subang,2,41EMF,Edros Bin Abdullah,Edros bin Abdullah,M,Malay,60,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,218,0.1964866740574498,5,lost_deposit
2013-05-05,GE-13,Selangor,P.107 Subang,3,7F4PR,Mohamad,Mohamad bin Ismail,M,Malay,-1,BERJASA,036-BERJASA,BERJASA,000-ALONE,ALONE,4454,4.01445709289854,3,lost_deposit
2013-05-05,GE-13,Selangor,P.107 Subang,4,AWTS1,A. Prakash Rao,Pakas Rao a/l Applanaidoo,M,Indian,48,BN,002-MIC,MIC,001-BN,BN,39549,35.646107671092125,2,lost
2013-05-05,GE-13,Selangor,P.107 Subang,5,04M5W,Sivarasa Rasiah,Sivarasa a/l K. Rasiah,M,Indian,57,PKR,078-PKR,PKR,007-PR,PR,66268,59.72834365339029,1,won
2013-05-05,GE-13,Selangor,P.108 Shah Alam,1,8RCY8,Zulkifli Bin Noordin,Zulkifli bin Noordin,M,Malay,51,BN,001-UMNO,UMNO,001-BN,BN,38070,43.718921898505954,2,lost
2013-05-05,GE-13,Selangor,P.108 Shah Alam,2,0TZ55,Khalid Abdul Samad,Khalid bin Abdul Samad,M,Malay,56,PAS,004-PAS,PAS,007-PR,PR,49009,56.28107810149404,1,won
2013-05-05,GE-13,Selangor,P.109 Kapar,1,EAGVA,Sakthivell,Sakthivel a/l Alagappan,M,Indian,43,BN,002-MIC,MIC,001-BN,BN,46059,37.04576530201882,2,lost
2013-05-05,GE-13,Selangor,P.109 Kapar,2,HR6XK,Hamzah Jawa Meru,Norhamzah bin Suratman,M,Malay,50,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,1067,0.8581999517413336,4,lost_deposit
2013-05-05,GE-13,Selangor,P.109 Kapar,3,N5WZW,Palaya,Palaya a/l Rengaiah,M,Indian,56,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,231,0.18579586584090726,6,lost_deposit
2013-05-05,GE-13,Selangor,P.109 Kapar,4,RKK25,Mohd Pathan Hussin,Mohd Pathan bin Hussin,M,Malay,45,BERJASA,036-BERJASA,BERJASA,000-ALONE,ALONE,6289,5.058312555296389,3,lost_deposit
2013-05-05,GE-13,Selangor,P.109 Kapar,5,W194E,Manivanan Gowin,G. Manivannan a/l Gowindasamy,M,Indian,38,PKR,078-PKR,PKR,007-PR,PR,69849,56.18032655030966,1,won
2013-05-05,GE-13,Selangor,P.109 Kapar,6,ZEZ6Q,Mohd Nazri Bin Abdul Aziz,Mohd Nazri bin Abdul Aziz,M,Malay,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,835,0.6715997747928899,5,lost_deposit
2013-05-05,GE-13,Selangor,P.110 Klang,1,9JW7V,Teh Kim Poo,Teh Kim Poo,M,Chinese,62,BN,003-MCA,MCA,001-BN,BN,29034,35.08513286527376,2,lost
2013-05-05,GE-13,Selangor,P.110 Klang,2,ADBHE,Charles Santiago,Charles Anthony a/l Santiago,M,Indian,53,DAP,021-DAP,DAP,007-PR,PR,53719,64.91486713472622,1,won
2013-05-05,GE-13,Selangor,P.111 Kota Raja,1,2WN90,P.Uthayakumar,Uthayakumar a/l Ponnusamy,M,Indian,52,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,2364,2.5847082362974385,3,lost_deposit
2013-05-05,GE-13,Selangor,P.111 Kota Raja,2,3HZCW,S. Murugesan,Murugesan Sinnandavar,M,Indian,46,BN,002-MIC,MIC,001-BN,BN,29711,32.48488426761133,2,lost
2013-05-05,GE-13,Selangor,P.111 Kota Raja,3,6ABB9,Azman Bin Idrus,Azman bin Idrus,M,Malay,37,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,280,0.30614141546670165,4,lost_deposit
2013-05-05,GE-13,Selangor,P.111 Kota Raja,4,YFAQD,Mariah Mahmud,Siti Mariah binti Mahmud,F,Malay,55,PAS,004-PAS,PAS,007-PR,PR,59106,64.62426608062452,1,won
2013-05-05,GE-13,Selangor,P.112 Kuala Langat,1,9R1DJ,Sharuddin Bin Omar (B),Sharuddin bin Omar,M,Malay,54,BN,001-UMNO,UMNO,001-BN,BN,35625,46.24581353687982,2,lost
2013-05-05,GE-13,Selangor,P.112 Kuala Langat,2,D5QFV,Khairul Shah Kottappan,Kottappan a/l Suppaiah,M,Indian,51,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,426,0.5530025702936365,3,lost_deposit
2013-05-05,GE-13,Selangor,P.112 Kuala Langat,3,6Q28T,Abdullah Sani,Abdullah Sani Abdul Hamid,M,Malay,51,PKR,078-PKR,PKR,007-PR,PR,40983,53.20118389282654,1,won
2013-05-05,GE-13,Selangor,P.113 Sepang,1,GKDJ4,Hanapiah Mohamad,Hanapiah bin Mohamad,M,Malay,57,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,315,0.42720553332881267,4,lost_deposit
2013-05-05,GE-13,Selangor,P.113 Sepang,2,JQ537,Suhaimi Mohd Ghazali,Suhaimi bin Mohd Ghazali,M,Malay,45,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,962,1.3046721367057705,3,lost_deposit
2013-05-05,GE-13,Selangor,P.113 Sepang,3,Y5BGT,Mohd Zin Mohamed,Mohd Zin bin Mohamed,M,Malay,60,BN,001-UMNO,UMNO,001-BN,BN,35658,48.35966637282159,2,lost
2013-05-05,GE-13,Selangor,P.113 Sepang,4,W5CVM,Mohamed Hanipa Bin Maidin,Mohamed Hanipa bin Maidin,M,Malay,45,PAS,004-PAS,PAS,007-PR,PR,36800,49.90845595714383,1,won
2013-05-05,GE-13,W.P. Kuala Lumpur,P.114 Kepong,1,QESPP,Yee Poh Ping,Yee Poh Ping,M,Chinese,53,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,2757,4.743307411740417,3,lost_deposit
2013-05-05,GE-13,W.P. Kuala Lumpur,P.114 Kepong,2,4AC2Z,Tan Seng Giaw,Tan Seng Giaw,M,Chinese,71,DAP,021-DAP,DAP,007-PR,PR,47837,82.30163099580207,1,won
2013-05-05,GE-13,W.P. Kuala Lumpur,P.114 Kepong,3,TWFRZ,Chandran,Chandrakumanan a/l Arumugam,M,Indian,52,BN,006-MYPPP,MYPPP,001-BN,BN,7530,12.955061592457504,2,lost
2013-05-05,GE-13,W.P. Kuala Lumpur,P.115 Batu,1,MP2KE,Tian Chua,Chua Tian Chang (Tian Chua),M,Chinese,50,PKR,078-PKR,PKR,007-PR,PR,41672,58.378863018688186,1,won
2013-05-05,GE-13,W.P. Kuala Lumpur,P.115 Batu,2,YA5V8,Atan Bin Jasin,Atan bin Jasin,M,Malay,35,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,164,0.22974979686755764,5,lost_deposit
2013-05-05,GE-13,W.P. Kuala Lumpur,P.115 Batu,3,1QVXH,Brig. Gen Hashim Karim,Hashim bin Abdul Karim,M,Malay,67,BERJASA,036-BERJASA,BERJASA,000-ALONE,ALONE,949,1.3294668123616598,3,lost_deposit
2013-05-05,GE-13,W.P. Kuala Lumpur,P.115 Batu,4,55HZT,Dominic Lau Hoe Chai,Dominic Lau Hoe Chai,M,Chinese,46,BN,026-GERAKAN,GERAKAN,001-BN,BN,28388,39.76912947241601,2,lost
2013-05-05,GE-13,W.P. Kuala Lumpur,P.115 Batu,5,8K823,Nazariah Binti Abbas,Nazariah binti Abbas,F,Malay,52,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,209,0.2927908996665826,4,lost_deposit
2013-05-05,GE-13,W.P. Kuala Lumpur,P.116 Wangsa Maju,1,C0Y4C,Shafei Abdullah,Mohd Shafei bin Abdullah,M,Malay,55,BN,001-UMNO,UMNO,001-BN,BN,26130,45.230305862803135,2,lost
2013-05-05,GE-13,W.P. Kuala Lumpur,P.116 Wangsa Maju,2,PFG2N,Tan Kee Kwong,Tan Kee Kwong,M,Chinese,66,PKR,078-PKR,PKR,007-PR,PR,31641,54.769694137196865,1,won
2013-05-05,GE-13,W.P. Kuala Lumpur,P.117 Segambut,1,R43TJ,Lim Lip Eng,Lim Lip Eng,M,Chinese,41,DAP,021-DAP,DAP,007-PR,PR,41383,65.1013890855318,1,won
2013-05-05,GE-13,W.P. Kuala Lumpur,P.117 Segambut,2,FEM6N,Jayanthi Devi Balaguru,Jayanthi Devi a/p Balaguru,F,Indian,52,BN,026-GERAKAN,GERAKAN,001-BN,BN,22184,34.8986109144682,2,lost
2013-05-05,GE-13,W.P. Kuala Lumpur,P.118 Setiawangsa,1,JWA8Y,Ahmad Fauzi Zahari,Ahmad Fauzi bin Zahari,M,Malay,50,BN,001-UMNO,UMNO,001-BN,BN,26809,51.330703837022284,1,won
2013-05-05,GE-13,W.P. Kuala Lumpur,P.118 Setiawangsa,2,VHSWV,Ibrahim Bin Yaacob,Ibrahim bin Yaacob,M,Malay,63,PKR,078-PKR,PKR,007-PR,PR,25419,48.669296162977716,2,lost
2013-05-05,GE-13,W.P. Kuala Lumpur,P.119 Titiwangsa,1,PA0B7,Johari Ghani,Johari bin Abdul Ghani,M,Malay,49,BN,001-UMNO,UMNO,001-BN,BN,23034,50.957922215831154,1,won
2013-05-05,GE-13,W.P. Kuala Lumpur,P.119 Titiwangsa,2,SQPDG,Ahmad Zamri Asa'Ad Khuzaimi,Ahmad Zamri bin Asa'ad Khuzaimi,M,Malay,38,PAS,004-PAS,PAS,007-PR,PR,22168,49.04207778416884,2,lost
2013-05-05,GE-13,W.P. Kuala Lumpur,P.120 Bukit Bintang,1,X5CFS,Frankie Gan Joon Zin,Frankie Gan Joon Zin,M,Chinese,47,BN,003-MCA,MCA,001-BN,BN,11009,26.580872588550598,2,lost
2013-05-05,GE-13,W.P. Kuala Lumpur,P.120 Bukit Bintang,2,G1GVR,Fong Kui Lun,Fong Kui Lun,M,Chinese,67,DAP,021-DAP,DAP,007-PR,PR,30408,73.41912741144941,1,won
2013-05-05,GE-13,W.P. Kuala Lumpur,P.121 Lembah Pantai,1,5TW3P,Nurul Izzah Anwar,Nurul Izzah binti Anwar,F,Malay,33,PKR,078-PKR,PKR,007-PR,PR,31008,51.39220365950676,1,won
2013-05-05,GE-13,W.P. Kuala Lumpur,P.121 Lembah Pantai,2,0K2J2,Rusli Bin Baba,Rusli bin Baba,M,Malay,54,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,167,0.2767833465924158,3,lost_deposit
2013-05-05,GE-13,W.P. Kuala Lumpur,P.121 Lembah Pantai,3,40RMB,Raja Nong Chik,Raja Nong Chik bin Raja Zainal Abidin,M,Malay,60,BN,001-UMNO,UMNO,001-BN,BN,29161,48.33101299390082,2,lost
2013-05-05,GE-13,W.P. Kuala Lumpur,P.122 Seputeh,1,HYCN5,Teresa Kok,Teresa Kok Suh Sim,F,Chinese,49,DAP,021-DAP,DAP,007-PR,PR,61500,86.07658716829023,1,won
2013-05-05,GE-13,W.P. Kuala Lumpur,P.122 Seputeh,2,7EEPM,Nicole Wong Siaw Ting,Nicole Wong Siaw Ting,F,Chinese,33,BN,003-MCA,MCA,001-BN,BN,9948,13.923412831709776,2,lost
2013-05-05,GE-13,W.P. Kuala Lumpur,P.123 Cheras,1,AW4RX,Steve Teoh Chee Hooi,Steve Teoh Chee Hooi,M,Chinese,41,BN,003-MCA,MCA,001-BN,BN,10840,18.345208075953224,2,lost
2013-05-05,GE-13,W.P. Kuala Lumpur,P.123 Cheras,2,015VP,Tan Kok Wai,Tan Kok Wai,M,Chinese,56,DAP,021-DAP,DAP,007-PR,PR,48249,81.65479192404678,1,won
2013-05-05,GE-13,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,1,E9TV6,Sukeri Samat,Sukeri bin Abdul Samat,M,Malay,-1,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,793,1.0260590533861242,3,lost_deposit
2013-05-05,GE-13,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,2,HQGXF,Mokhtar,Mokhtar bin Salahudin,M,Malay,65,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,191,0.2471340216856869,4,lost_deposit
2013-05-05,GE-13,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,3,N56ZR,Tan Kok Eng,Tan Kok Eng,M,Chinese,33,BN,003-MCA,MCA,001-BN,BN,32235,41.708718267215275,2,lost
2013-05-05,GE-13,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,4,G3YAH,Abdul Khalid Ibrahim,Abdul Khalid bin Ibrahim,M,Malay,67,PKR,078-PKR,PKR,007-PR,PR,44067,57.01808865771291,1,won
2013-05-05,GE-13,W.P. Putrajaya,P.125 Putrajaya,1,7KKJS,Tengku Adnan Bin Tengku Mansor,Tengku Adnan bin Tengku Mansor,M,Malay,63,BN,001-UMNO,UMNO,001-BN,BN,9943,69.31334959916347,1,won
2013-05-05,GE-13,W.P. Putrajaya,P.125 Putrajaya,2,865P5,Husam Musa,Husam bin Musa,M,Malay,54,PAS,004-PAS,PAS,007-PR,PR,4402,30.68665040083653,2,lost
2013-05-05,GE-13,Negeri Sembilan,P.126 Jelebu,1,RJX21,Zainudin Bin Ismail,Zainudin bin Ismail,M,Malay,54,BN,001-UMNO,UMNO,001-BN,BN,22114,59.56312117865704,1,won
2013-05-05,GE-13,Negeri Sembilan,P.126 Jelebu,2,HV9SC,Aiman Athirah Al Jundi,Raj Munni binti Sabu (Aiman Athirah Al Jundi),M,Bumi Sabah,41,PAS,004-PAS,PAS,007-PR,PR,15013,40.43687882134296,2,lost
2013-05-05,GE-13,Negeri Sembilan,P.127 Jempol,1,W0K4A,Aishah,Wan Aishah binti Wan Ariffin,F,Malay,48,PAS,004-PAS,PAS,007-PR,PR,22495,41.95341203677801,2,lost
2013-05-05,GE-13,Negeri Sembilan,P.127 Jempol,2,SQNTC,Isa Bin Abdul Samad,Mohd Isa Abdul Samad,M,Malay,64,BN,001-UMNO,UMNO,001-BN,BN,31124,58.046587963221995,1,won
2013-05-05,GE-13,Negeri Sembilan,P.128 Seremban,1,ZE96K,Abdul Halim Abdullah,Abdul Halim bin Abdullah,M,Malay,48,BERJASA,036-BERJASA,BERJASA,000-ALONE,ALONE,6866,7.995528280134617,3,lost_deposit
2013-05-05,GE-13,Negeri Sembilan,P.128 Seremban,2,PWHVF,John Fernandez,John a/l Fernandez,M,Indian,72,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,221,0.2573567943358215,4,lost_deposit
2013-05-05,GE-13,Negeri Sembilan,P.128 Seremban,3,2VZ8W,Bujang Bin Abu,Bujang bin Abu,M,Malay,62,BEBAS,000-BEBAS,BEBAS,000-ALONE,ALONE,83,0.09665436167363432,5,lost_deposit
2013-05-05,GE-13,Negeri Sembilan,P.128 Seremban,4,VVDYK,Loke Siew Fook,Anthony Loke Siew Fook,M,Chinese,36,DAP,021-DAP,DAP,007-PR,PR,45628,53.13427969210346,1,won
2013-05-05,GE-13,Negeri Sembilan,P.128 Seremban,5,TQA9P,Yeow Chai Thiam,Yeow Chai Thiam,M,Chinese,60,BN,003-MCA,MCA,001-BN,BN,33075,38.51618087175247,2,lost
2013-05-05,GE-13,Negeri Sembilan,P.129 Kuala Pilah,1,P4G0N,Hasan Bin Malek,Hasan bin Malek,M,Malay,67,BN,001-UMNO,UMNO,001-BN,BN,24507,62.27479480598683,1,won
2013-05-05,GE-13,Negeri Sembilan,P.129 Kuala Pilah,2,69NB5,Mohd Nazree Bin Mohd Yunus,Mohd Nazree bin Mohd Yunus,M,Malay,29,PKR,078-PKR,PKR,007-PR,PR,14846,37.725205194013164,2,lost
2013-05-05,GE-13,Negeri Sembilan,P.130 Rasah,1,9QBDE,Teo Eng Kian,Teo Eng Kian,M,Chinese,35,BN,003-MCA,MCA,001-BN,BN,25171,33.81244710718268,2,lost
2013-05-05,GE-13,Negeri Sembilan,P.130 Rasah,2,DHDHZ,Teo Kok Seong,Teo Kok Seong,M,Chinese,34,DAP,021-DAP,DAP,007-PR,PR,49272,66.18755289281732,1,won
