date,election,state,seat,voters_total,ballots_issued,ballots_not_returned,votes_rejected,votes_valid,majority,n_candidates,voter_turnout,majority_perc,votes_rejected_perc,ballots_not_returned_perc
1978-07-08,GE-05,Selangor,P.073 Sabak Bernam,28163,19352,0,906,18446,6790,2,68.71427049675106,36.81014854168925,4.681686647374948,0.0
1978-07-08,GE-05,Selangor,P.074 Tanjong Karang,31403,21667,0,971,20696,6130,2,68.99659268222781,29.61925009663703,4.481469515853602,0.0
1978-07-08,GE-05,Selangor,P.075 Ulu Selangor,34744,26521,0,1376,25145,12802,3,76.33260419065162,50.912706303440046,5.188341314430074,0.0
1978-07-08,GE-05,Selangor,P.076 Kuala Selangor,33012,24748,0,1303,23445,13008,3,74.96667878347267,55.48304542546385,5.265071925004041,0.0
1978-07-08,GE-05,Selangor,P.077 Selayang,81350,59913,0,1956,57957,21270,3,73.64843269821758,36.69962213365081,3.2647338641029493,0.0
1978-07-08,GE-05,Selangor,P.078 Ulu Langat,37702,28962,0,1005,27957,941,5,76.81820593071986,3.3658833208141075,3.47006422208411,0.0
1978-07-08,GE-05,Selangor,P.079 Pelabohan Kelang,49979,37935,0,1242,36693,11100,3,75.90187878909141,30.251001553429806,3.2740213523131674,0.0
1978-07-08,GE-05,Selangor,P.080 Shah Alam,71398,51453,0,1059,50394,9664,3,72.06504383876299,19.17688613723856,2.058189026878899,0.0
1978-07-08,GE-05,Selangor,P.081 Petaling,90611,67589,0,2309,65280,16754,2,74.59248877067905,25.66482843137255,3.4162363698234923,0.0
1978-07-08,GE-05,Selangor,P.082 Kuala Langat,29277,22728,0,1118,21610,7200,2,77.63090480582026,33.31790837575196,4.919042590637099,0.0
1978-07-08,GE-05,Selangor,P.083 Sepang,27858,22185,0,1378,20807,4958,3,79.6360111996554,23.828519248329886,6.211404101870633,0.0
1978-07-08,GE-05,W.P. Kuala Lumpur,P.084 Kepong,63703,48606,0,363,48243,2228,4,76.30095913850211,4.6182865908007384,0.7468213800765338,0.0
1978-07-08,GE-05,W.P. Kuala Lumpur,P.085 Setapak,66433,0,0,0,0,0,1,,,,
1978-07-08,GE-05,W.P. Kuala Lumpur,P.086 Damansara,67278,45584,0,337,45247,3222,4,67.75468949730967,7.120914093752072,0.7392944892944893,0.0
1978-07-08,GE-05,W.P. Kuala Lumpur,P.087 Kuala Lumpur Bandar,51726,37785,0,365,37420,21714,2,73.04837025867069,58.027792624265096,0.9659917956861188,0.0
1978-07-08,GE-05,W.P. Kuala Lumpur,P.088 Sungai Besi,79076,54185,0,845,53340,33687,5,68.52268703525722,63.155230596175485,1.5594721786472272,0.0
1978-07-08,GE-05,Negeri Sembilan,P.089 Jelebu,31406,0,0,0,0,0,1,,,,
1978-07-08,GE-05,Negeri Sembilan,P.090 Mantin,34650,27115,0,952,26163,7997,3,78.25396825396825,30.56606658257845,3.510971786833856,0.0
1978-07-08,GE-05,Negeri Sembilan,P.091 Seremban,52924,40488,0,2447,38041,8073,2,76.50215403219711,21.221839594122134,6.043766054139498,0.0
1978-07-08,GE-05,Negeri Sembilan,P.092 Kuala Pilah,29758,23478,0,1272,22206,5324,4,78.89643121177498,23.975502116545076,5.417837975977511,0.0
1978-07-08,GE-05,Negeri Sembilan,P.093 Telok Kemang,33512,26315,0,493,25822,5124,3,78.52411076629268,19.84354426458059,1.8734562036861104,0.0
1978-07-08,GE-05,Negeri Sembilan,P.094 Tampin,39535,31285,0,1742,29543,18393,2,79.13241431642848,62.258403005788175,5.568163656704491,0.0
1978-07-08,GE-05,Melaka,P.095 Alor Gajah,41663,31682,0,2061,29621,15869,2,76.04349182728079,53.57347827554775,6.505271131872988,0.0
1978-07-08,GE-05,Melaka,P.096 Jasin,40092,31672,0,881,30791,12067,3,78.99830390102764,39.19002305868598,2.7816367769638797,0.0
1978-07-08,GE-05,Melaka,P.097 Batu Berendam,46181,0,0,0,0,0,1,,,,
1978-07-08,GE-05,Melaka,P.098 Kota Melaka,60086,47374,0,1486,45888,10200,2,78.84365742435841,22.228033472803347,3.1367416726474437,0.0
1978-07-08,GE-05,Johor,P.099 Labis,30305,23773,0,1538,22235,16917,2,78.44580102293351,76.08275241736003,6.4695242501998065,0.0
1978-07-08,GE-05,Johor,P.100 Segamat,35493,28823,0,1945,26878,17318,2,81.20756205448961,64.43187737182826,6.748083128057454,0.0
1978-07-08,GE-05,Johor,P.101 Keluang,44331,33869,0,1088,32781,1672,3,76.40026166790733,5.100515542539886,3.2123771000029526,0.0
1978-07-08,GE-05,Johor,P.102 Tenggaroh,20308,15510,0,651,14859,8318,3,76.37384282056333,55.97954101891109,4.197292069632495,0.0
1978-07-08,GE-05,Johor,P.103 Ledang,28714,22681,0,811,21870,10388,2,78.98934317754406,47.498856881572934,3.5756800846523524,0.0
1978-07-08,GE-05,Johor,P.104 Pagoh,26302,20318,0,570,19748,15610,2,77.24887841228804,79.04597933967997,2.80539423171572,0.0
1978-07-08,GE-05,Johor,P.105 Ayer Hitam,31251,24324,0,773,23551,18219,2,77.83430930210233,77.3597724088149,3.177931261305706,0.0
1978-07-08,GE-05,Johor,P.106 Muar,49897,38100,0,974,37126,12355,3,76.35729602982143,33.27856488714109,2.5564304461942258,0.0
1978-07-08,GE-05,Johor,P.107 Renggam,45340,36320,0,1922,34398,9324,2,80.10586678429644,27.106227106227106,5.291850220264317,0.0
1978-07-08,GE-05,Johor,P.108 Panti,32767,26337,0,1023,25314,20300,2,80.37659840693381,80.19277869953385,3.8842692789611575,0.0
1978-07-08,GE-05,Johor,P.109 Sri Gading,29558,23021,0,833,22188,17334,2,77.88415995669531,78.12330989724175,3.6184353416445854,0.0
1978-07-08,GE-05,Johor,P.110 Semerah,35546,27185,0,1319,25866,18662,2,76.47836606087887,72.14876672079177,4.851940408313408,0.0
1978-07-08,GE-05,Johor,P.111 Batu Pahat,42158,0,0,0,0,0,1,,,,
1978-07-08,GE-05,Johor,P.112 Pontian,41615,33009,0,863,32146,25588,2,79.31995674636549,79.59932806570025,2.614438486473386,0.0
1978-07-08,GE-05,Johor,P.113 Pulai,45834,35302,0,1551,33751,25683,2,77.021425142907,76.09552309561198,4.3935187808056195,0.0
1978-07-08,GE-05,Johor,P.114 Johor Bahru,75816,56841,0,2422,54419,23481,2,74.97230136119025,43.14853268160018,4.261008778874404,0.0
1978-07-08,GE-05,Sabah,P.115 Marudu,17523,8406,0,367,8039,1177,2,47.97123780174628,14.641124517974871,4.365929098263146,0.0
1978-07-08,GE-05,Sabah,P.116 Bandau,13788,8240,0,159,8081,44,3,59.76211198143313,0.5444870684321247,1.9296116504854368,0.0
1978-07-08,GE-05,Sabah,P.117 Kota Belud,17960,14611,0,504,14107,1869,5,81.35300668151447,13.24874175941022,3.4494558893983984,0.0
1978-07-08,GE-05,Sabah,P.118 Labuk Sugut,14307,8658,0,557,8101,347,2,60.51583141119732,4.2834217997778055,6.433356433356434,0.0
1978-07-08,GE-05,Sabah,P.119 Tuaran,17109,12073,0,316,11757,4575,2,70.56519960254836,38.912988007144676,2.617410751263149,0.0
1978-07-08,GE-05,Sabah,P.120 Kinabalu,15845,12280,0,235,12045,3253,2,77.50078889239508,27.007056870070567,1.9136807817589578,0.0
1978-07-08,GE-05,Sabah,P.121 Gaya,32092,20083,0,339,19744,3316,3,62.579459055216255,16.794975688816855,1.6879948214908131,0.0
1978-07-08,GE-05,Sabah,P.122 Penampang,19227,13628,0,327,13301,3587,2,70.87949238050658,26.967897150590183,2.3994716759612564,0.0
1978-07-08,GE-05,Sabah,P.123 Sandakan,26236,17946,0,277,17669,2639,4,68.40219545662448,14.93576320108665,1.5435194472305807,0.0
1978-07-08,GE-05,Sabah,P.124 Kinabatangan,12878,7931,0,230,7701,2169,2,61.58564994564374,28.165173354109857,2.9000126087504725,0.0
1978-07-08,GE-05,Sabah,P.125 Kimanis,17365,11732,0,288,11444,2492,2,67.56118629427009,21.77560293603635,2.4548244118649847,0.0
1978-07-08,GE-05,Sabah,P.126 Hilir Padas,20406,14268,0,1005,13263,73,2,69.920611584828,0.5504033778179899,7.043734230445753,0.0
1978-07-08,GE-05,Sabah,P.127 Keningau,17210,10678,0,288,10390,6834,2,62.0453224869262,65.77478344562078,2.6971342948117627,0.0
1978-07-08,GE-05,Sabah,P.128 Silam,19445,12351,0,600,11751,2195,4,63.51761378246336,18.67926133946047,4.857906242409522,0.0
1978-07-08,GE-05,Sabah,P.129 Ulu Padas,13511,0,0,0,0,0,1,,,,
1978-07-08,GE-05,Sabah,P.130 Tawau,20978,14581,0,190,14391,5089,4,69.5061492992659,35.36237926481829,1.3030656333584802,0.0
1978-07-08,GE-05,Sarawak,P.131 Mas Gading,20628,15968,0,501,15467,2675,4,77.40934651929416,17.294885886080042,3.1375250501002006,0.0
1978-07-08,GE-05,Sarawak,P.132 Bandar Kuching,36527,25750,0,759,24991,14813,2,70.49579762915104,59.27333840182466,2.947572815533981,0.0
1978-07-08,GE-05,Sarawak,P.133 Santubong,26140,20140,0,287,19853,5678,3,77.04667176740627,28.600211554928727,1.4250248262164846,0.0
1978-07-08,GE-05,Sarawak,P.134 Samarahan,12475,9493,0,143,9350,4240,4,76.09619238476954,45.347593582887704,1.5063731170336037,0.0
1978-07-08,GE-05,Sarawak,P.135 Padawan,21748,0,0,0,0,0,1,,,,
1978-07-08,GE-05,Sarawak,P.136 Serian,22052,15972,0,1035,14937,2476,3,72.42880464356975,16.576287072370626,6.480090157776108,0.0
1978-07-08,GE-05,Sarawak,P.137 Simunjan,12779,9823,0,369,9454,2284,3,76.86829955395571,24.15908610112122,3.7564898707115955,0.0
1978-07-08,GE-05,Sarawak,P.138 Batang Lupar,21076,12868,0,1163,11705,3025,2,61.05522869614728,25.84365655702691,9.037923531240285,0.0
1978-07-08,GE-05,Sarawak,P.139 Lubok Antu,10386,7206,0,221,6985,1153,4,69.38186019641826,16.506800286327845,3.066888703857896,0.0
1978-07-08,GE-05,Sarawak,P.140 Betong,16064,10380,0,375,10005,3375,3,64.61653386454184,33.733133433283356,3.6127167630057806,0.0
1978-07-08,GE-05,Sarawak,P.141 Saratok,14550,10207,0,420,9787,4733,2,70.1512027491409,48.360069479922345,4.1148231605760754,0.0
1978-07-08,GE-05,Sarawak,P.142 Paloh,15105,11346,0,324,11022,6140,2,75.11420059582919,55.70676828161858,2.8556319407720783,0.0
1978-07-08,GE-05,Sarawak,P.143 Sarikei,20089,14419,0,287,14132,1388,2,71.775598586291,9.8216812906878,1.9904292946806297,0.0
1978-07-08,GE-05,Sarawak,P.144 Sibu,28519,20541,0,244,20297,6753,2,72.0256670991269,33.27092673794157,1.187868166106811,0.0
1978-07-08,GE-05,Sarawak,P.145 Rajang,17968,12246,0,302,11944,2157,3,68.15449688334817,18.059276624246483,2.4661113833088355,0.0
1978-07-08,GE-05,Sarawak,P.146 Mukah,17469,10182,0,448,9734,4472,2,58.28610681779152,45.94205876309842,4.399921429974465,0.0
1978-07-08,GE-05,Sarawak,P.147 Julau,9585,5868,0,295,5573,2506,3,61.220657276995304,44.966804234703034,5.027266530334015,0.0
1978-07-08,GE-05,Sarawak,P.148 Kanowit,11743,8450,0,96,8354,1934,3,71.95776207102104,23.15058654536749,1.136094674556213,0.0
1978-07-08,GE-05,Sarawak,P.149 Kapit,13359,7925,0,336,7589,2655,2,59.32330264241335,34.984846488338384,4.2397476340694,0.0
1978-07-08,GE-05,Sarawak,P.150 Ulu Rajang,11385,6269,0,572,5697,2737,3,55.06368028107158,48.042829559417235,9.124262242781942,0.0
1978-07-08,GE-05,Sarawak,P.151 Bintulu,17420,10451,0,467,9984,5631,3,59.994259471871416,56.40024038461539,4.468471916563009,0.0
1978-07-08,GE-05,Sarawak,P.152 Lambir,30026,20108,0,680,19428,872,2,66.96862718976887,4.488367304920733,3.3817386114979113,0.0
1978-07-08,GE-05,Sarawak,P.153 Baram,17457,0,0,0,0,0,1,,,,
1978-07-08,GE-05,Sarawak,P.154 Bukit Mas,15726,0,0,0,0,0,1,,,,
1982-04-22,GE-06,Perlis,P.001 Kangar,41938,32396,0,1279,31117,13385,2,77.24736515809052,43.01507214705788,3.9480182738609706,0.0
1982-04-22,GE-06,Perlis,P.002 Arau,37035,28462,0,1004,27458,7470,2,76.85162683947617,27.205186102410956,3.5275103646967882,0.0
1982-04-22,GE-06,Kedah,P.003 Jerlun-Langkawi,38958,30425,0,735,29690,7496,2,78.09692489347503,25.247558100370494,2.4157764995891537,0.0
1982-04-22,GE-06,Kedah,P.004 Kubang Pasu,43683,34340,0,1053,33287,15761,2,78.61181695396378,47.34881485264518,3.066394874781596,0.0
1982-04-22,GE-06,Kedah,P.005 Padang Terap,38831,32051,0,1085,30966,6308,2,82.53972341685767,20.370729186850095,3.385229790022152,0.0
1982-04-22,GE-06,Kedah,P.006 Kuala Kedah,46123,34543,0,854,33689,5464,3,74.89322030223533,16.21894386891864,2.4722809252236346,0.0
1982-04-22,GE-06,Kedah,P.007 Alor Setar,58456,41749,0,818,40931,12261,3,71.41952921855754,29.955290611028317,1.9593283671465185,0.0
1982-04-22,GE-06,Kedah,P.008 Kota Setar,37073,30061,0,580,29481,1403,2,81.08596552747282,4.758997320307995,1.9294101992615016,0.0
1982-04-22,GE-06,Kedah,P.009 Ulu Muda,34203,27803,0,821,26982,3560,2,81.28819109434845,13.193981172633606,2.952918749775204,0.0
1982-04-22,GE-06,Kedah,P.010 Baling,41626,32315,0,1178,31137,6349,2,77.63176860615961,20.39053216430613,3.645365929135077,0.0
1982-04-22,GE-06,Kedah,P.011 Jerai,36957,28587,0,871,27716,6286,2,77.3520577968991,22.680040409871555,3.0468394724874943,0.0
1982-04-22,GE-06,Kedah,P.012 Kuala Muda,39810,30560,0,1054,29506,14058,2,76.76463200200955,47.644546871822676,3.448952879581152,0.0
1982-04-22,GE-06,Kedah,P.013 Sungai Petani,56093,42321,0,1041,41280,16057,4,75.44791685237017,38.89777131782945,2.4597717445239953,0.0
1982-04-22,GE-06,Kedah,P.014 Padang Serai,33812,26098,0,966,25132,11860,3,77.1856145747072,47.19083240490212,3.7014330600045984,0.0
1982-04-22,GE-06,Kedah,P.015 Kulim-Bandar Bahru,36389,27388,0,872,26516,12254,3,75.26450300915111,46.21360687886559,3.1838761501387465,0.0
1982-04-22,GE-06,Kelantan,P.016 Tumpat,40502,31141,0,1092,30049,2125,2,76.88756110809342,7.071782754833772,3.506631129379275,0.0
1982-04-22,GE-06,Kelantan,P.017 Pengkalan Chepa,36716,28907,0,731,28176,5342,2,78.73134328358209,18.95939806927882,2.5287992527761443,0.0
1982-04-22,GE-06,Kelantan,P.018 Pasir Mas,37382,29340,0,1156,28184,964,2,78.48697233962871,3.4203803576497305,3.9400136332651674,0.0
1982-04-22,GE-06,Kelantan,P.019 Kota Bharu,50238,37558,0,784,36774,7970,3,74.76014172538716,21.672921085549575,2.0874380957452474,0.0
1982-04-22,GE-06,Kelantan,P.020 Bachok,37586,31343,0,767,30576,1274,2,83.3900920555526,4.166666666666666,2.447117378681045,0.0
1982-04-22,GE-06,Kelantan,P.021 Rantau Panjang,28493,22548,0,675,21873,417,2,79.13522619590778,1.9064600192017556,2.993613624268228,0.0
1982-04-22,GE-06,Kelantan,P.022 Nilam Puri,35958,29683,0,764,28919,1139,2,82.54908504366205,3.938587088073585,2.573863827780211,0.0
1982-04-22,GE-06,Kelantan,P.023 Tanah Merah,31047,26136,0,668,25468,3550,2,84.18204657454827,13.939060782158002,2.5558616467707376,0.0
1982-04-22,GE-06,Kelantan,P.024 Machang,29441,24403,0,555,23848,2600,2,82.88780951733976,10.902381751090239,2.2743105355898865,0.0
1982-04-22,GE-06,Kelantan,P.025 Pasir Puteh,34084,27389,0,474,26915,3121,3,80.35735242342447,11.5957644436188,1.730621782467414,0.0
1982-04-22,GE-06,Kelantan,P.026 Kuala Kerai,24445,20262,0,562,19700,2092,2,82.88811617917776,10.619289340101524,2.773664988648702,0.0
1982-04-22,GE-06,Kelantan,P.027 Ulu Kelantan,32350,26100,0,717,25383,5763,2,80.68006182380216,22.704172083678053,2.7471264367816093,0.0
1982-04-22,GE-06,Terengganu,P.028 Besut,36741,30619,0,1114,29505,4001,2,83.33741596581476,13.560413489239112,3.638263823116366,0.0
1982-04-22,GE-06,Terengganu,P.029 Ulu Nerus,31612,25312,0,1113,24199,6693,2,80.07085916740479,27.65816769287987,4.397123893805309,0.0
1982-04-22,GE-06,Terengganu,P.030 Ulu Trengganu,28983,24318,0,1218,23100,2442,2,83.90435772694337,10.571428571428571,5.008635578583765,0.0
1982-04-22,GE-06,Terengganu,P.031 Kuala Nerus,33269,27110,0,1109,26001,1368,3,81.48727043193364,5.261336102457598,4.090741423828845,0.0
1982-04-22,GE-06,Terengganu,P.032 Kuala Trengganu,43956,33938,0,1084,32854,5467,3,77.20902720902721,16.64028733183174,3.194059756025694,0.0
1982-04-22,GE-06,Terengganu,P.033 Dungun,31064,24789,0,833,23956,3275,3,79.79976822044812,13.670896643847053,3.3603614506434307,0.0
1982-04-22,GE-06,Terengganu,P.034 Kemaman,36467,27772,0,1240,26532,6632,2,76.1565250774673,24.99623096638022,4.464928705170675,0.0
1982-04-22,GE-06,Pulau Pinang,P.035 Kepala Batas,31481,25277,0,814,24463,12644,3,80.29287506750103,51.68622000572293,3.220318866954148,0.0
1982-04-22,GE-06,Pulau Pinang,P.036 Mata Kuching,57635,44647,0,1187,43460,12156,3,77.46508198143489,27.9705476300046,2.6586332788317244,0.0
1982-04-22,GE-06,Pulau Pinang,P.037 Permatang Pauh,32378,25885,0,714,25171,14352,3,79.94625980604114,57.01799690119582,2.7583542592234886,0.0
1982-04-22,GE-06,Pulau Pinang,P.038 Bukit Mertajam,53324,40851,0,1119,39732,4720,2,76.60903158052659,11.879593274942112,2.7392230300359843,0.0
1982-04-22,GE-06,Pulau Pinang,P.039 Nibong Tebal,35995,27914,0,1427,26487,10025,2,77.54965967495485,37.84875599350625,5.11213011392133,0.0
1982-04-22,GE-06,Pulau Pinang,P.040 Balik Pulau,52485,39016,0,1193,37823,5935,2,74.337429741831,15.69151045660048,3.057719909780603,0.0
1982-04-22,GE-06,Pulau Pinang,P.041 Bukit Bendera,67261,51314,0,1225,50089,4791,2,76.29086692139576,9.564974345664718,2.387262735315898,0.0
1982-04-22,GE-06,Pulau Pinang,P.042 Tanjong,58735,45317,0,899,44418,834,3,77.15501830254533,1.8776171822234229,1.9838029878412076,0.0
1982-04-22,GE-06,Pulau Pinang,P.043 Jelutong,71093,53870,0,1168,52702,5496,2,75.77398618710703,10.428446738264203,2.1681826619639875,0.0
1982-04-22,GE-06,Perak,P.044 Gerik,25509,19298,0,741,18557,8153,2,75.65173076169195,43.93490327100286,3.8397761426054515,0.0
1982-04-22,GE-06,Perak,P.045 Larut,25253,19026,0,558,18468,8692,2,75.34154357898072,47.06519384881958,2.9328287606433303,0.0
1982-04-22,GE-06,Perak,P.046 Parit Buntar,38219,29223,0,973,28250,5266,2,76.46196917763416,18.64070796460177,3.3295691749649245,0.0
1982-04-22,GE-06,Perak,P.047 Bagan Serai,36388,27007,0,1148,25859,6443,2,74.21952291964385,24.915890018948915,4.250749805605953,0.0
1982-04-22,GE-06,Perak,P.048 Sungai Siput,32360,23827,0,700,23127,7897,3,73.63102595797281,34.1462360012107,2.937843622780879,0.0
1982-04-22,GE-06,Perak,P.049 Taiping,54176,40154,0,1024,39130,15278,3,74.11769049025398,39.04421160235113,2.5501818000697316,0.0
1982-04-22,GE-06,Perak,P.050 Matang,35162,26234,0,750,25484,10419,3,74.60895284682327,40.88447653429603,2.858885415872532,0.0
1982-04-22,GE-06,Perak,P.051 Padang Rengas,26613,19684,0,754,18930,6840,2,73.96385225265848,36.13312202852615,3.8305222515748834,0.0
1982-04-22,GE-06,Perak,P.052 Kuala Kangsar,26535,19156,0,527,18629,8556,3,72.19144526097607,45.92839121799345,2.751096262267697,0.0
1982-04-22,GE-06,Perak,P.053 Kinta,69362,51852,0,1263,50589,12873,4,74.75562988379805,25.44624325446243,2.435778754917843,0.0
1982-04-22,GE-06,Perak,P.054 Ipoh,76613,55204,0,1185,54019,5322,3,72.05565635074987,9.852089079768229,2.146583580899935,0.0
1982-04-22,GE-06,Perak,P.055 Menglembu,72307,53425,0,1824,51601,2777,2,73.88634572033138,5.381678649638573,3.4141319606925595,0.0
1982-04-22,GE-06,Perak,P.056 Beruas,31391,24196,0,540,23656,7432,3,77.07941766748431,31.416976665539398,2.2317738469168455,0.0
1982-04-22,GE-06,Perak,P.057 Parit,36187,25909,0,1133,24776,7264,2,71.59753502639069,29.3186955117856,4.372997799992281,0.0
1982-04-22,GE-06,Perak,P.058 Batu Gajah,47717,36010,0,1168,34842,3470,2,75.46576691745081,9.95924458986281,3.2435434601499584,0.0
1982-04-22,GE-06,Perak,P.059 Batang Padang,29255,22156,0,1012,21144,7450,2,75.73406255340967,35.23458191449111,4.567611482217006,0.0
1982-04-22,GE-06,Perak,P.060 Lumut,38699,29220,0,612,28608,1711,3,75.50582702395411,5.98084451901566,2.0944558521560577,0.0
1982-04-22,GE-06,Perak,P.061 Hilir Perak,32925,24032,0,1392,22640,10524,2,72.99012908124526,46.48409893992933,5.792276964047936,0.0
1982-04-22,GE-06,Perak,P.062 Telok Anson,40382,28088,0,705,27383,832,3,69.55574265761973,3.0383814775590694,2.509968669894617,0.0
1982-04-22,GE-06,Perak,P.063 Tanjong Malim,38836,28667,0,901,27766,11749,3,73.81553198063652,42.31434128070302,3.1429867094568666,0.0
1982-04-22,GE-06,Perak,P.064 Bagan Datok,35028,25556,0,1225,24331,8805,2,72.95877583647368,36.18840162755333,4.793394897480044,0.0
1982-04-22,GE-06,Pahang,P.065 Lipis,36337,25703,0,987,24716,9617,3,70.73506343396538,38.91001780223337,3.8400186748628564,0.0
1982-04-22,GE-06,Pahang,P.066 Jerantut,40514,30955,0,1408,29547,7803,2,76.40568692303896,26.408772464209562,4.548538200613795,0.0
1982-04-22,GE-06,Pahang,P.067 Kuantan,47137,33717,0,856,32861,11422,3,71.52979612618537,34.75852834667235,2.538778657650443,0.0
1982-04-22,GE-06,Pahang,P.068 Raub,31428,24072,0,904,23168,6687,4,76.59411989308896,28.863087016574585,3.755400465270854,0.0
1982-04-22,GE-06,Pahang,P.069 Maran,45042,34534,0,1171,33363,11627,2,76.67066293681452,34.84998351467194,3.390861180286095,0.0
1982-04-22,GE-06,Pahang,P.070 Bentong,40222,30738,0,1301,29437,4080,3,76.42086420366964,13.860108027312565,4.232546034224738,0.0
1982-04-22,GE-06,Pahang,P.071 Pekan,38260,27342,0,1090,26252,11044,2,71.4636696288552,42.06917568185281,3.9865408529003,0.0
1982-04-22,GE-06,Pahang,P.072 Temerloh,46891,35396,0,1443,33953,9256,3,75.48570088076603,27.261214031160723,4.076731834105549,0.0
1982-04-22,GE-06,Selangor,P.073 Sabak Bernam,30227,20824,0,977,19847,11567,2,68.89205015383597,58.28084849095582,4.6917018824433345,0.0
1982-04-22,GE-06,Selangor,P.074 Tanjong Karang,33304,22856,0,1123,21733,11059,2,68.62839298582753,50.88574978143836,4.913370668533426,0.0
1982-04-22,GE-06,Selangor,P.075 Ulu Selangor,40289,30088,0,1060,29028,7377,4,74.68043386532304,25.413393964448115,3.5229992023398036,0.0
1982-04-22,GE-06,Selangor,P.076 Kuala Selangor,37579,28013,0,1050,26963,18299,3,74.54429335533143,67.86707710566333,3.7482597365508874,0.0
1982-04-22,GE-06,Selangor,P.077 Selayang,113159,79008,0,2130,76878,30909,3,69.82034128968972,40.205260282525565,2.695929526123937,0.0
1982-04-22,GE-06,Selangor,P.078 Ulu Langat,46033,30621,0,1032,29589,8916,3,66.51967067104034,30.132819628916153,3.3702361124718334,0.0
1982-04-22,GE-06,Selangor,P.079 Pelabohan Kelang,61113,46765,0,1212,45553,11884,3,76.52218022352037,26.088292757886418,2.591681813321929,0.0
1982-04-22,GE-06,Selangor,P.080 Shah Alam,101192,73033,0,1865,71168,22872,2,72.1727013993201,32.13803956834532,2.553640135281311,0.0
1982-04-22,GE-06,Selangor,P.081 Petaling,114704,81946,0,1800,80146,5274,2,71.4412749337425,6.580490604646521,2.196568471920533,0.0
1982-04-22,GE-06,Selangor,P.082 Kuala Langat,36255,28319,0,1322,26997,14735,2,78.11060543373328,54.58013853391117,4.668243935167203,0.0
1982-04-22,GE-06,Selangor,P.083 Sepang,33936,27043,0,604,26439,6492,4,79.68823668081095,24.55463519800295,2.2334800133121324,0.0
1982-04-22,GE-06,W.P. Kuala Lumpur,P.084 Kepong,77285,59465,0,1321,58144,1205,3,76.9424856052274,2.072440836543753,2.2214748171193137,0.0
1982-04-22,GE-06,W.P. Kuala Lumpur,P.085 Setapak,80266,49947,0,498,49449,19699,3,62.22684573792141,39.83700378167405,0.9970568802931106,0.0
1982-04-22,GE-06,W.P. Kuala Lumpur,P.086 Damansara,86576,58772,0,449,58323,14522,3,67.88486416558862,24.899267870308456,0.7639692370516572,0.0
1982-04-22,GE-06,W.P. Kuala Lumpur,P.087 Kuala Lumpur Bandar,59186,43211,0,334,42877,18831,2,73.00881965329638,43.91865102502507,0.7729513318368009,0.0
1982-04-22,GE-06,W.P. Kuala Lumpur,P.088 Sungai Besi,103469,76969,0,637,76332,5505,3,74.38846417767641,7.21191636535136,0.8276059192661981,0.0
1982-04-22,GE-06,Negeri Sembilan,P.089 Jelebu,38733,30285,0,854,29431,16802,3,78.18914104252188,57.089463490876966,2.819877827307248,0.0
1982-04-22,GE-06,Negeri Sembilan,P.090 Mantin,41244,31798,0,886,30912,11019,3,77.09727475511589,35.64635093167702,2.786338763444242,0.0
1982-04-22,GE-06,Negeri Sembilan,P.091 Seremban,60739,46903,0,1232,45671,845,2,77.22056668697212,1.8501893980863129,2.626697652602179,0.0
1982-04-22,GE-06,Negeri Sembilan,P.092 Kuala Pilah,32693,24395,0,1178,23217,15195,2,74.6184198452268,65.44773226515053,4.82885837261734,0.0
1982-04-22,GE-06,Negeri Sembilan,P.093 Telok Kemang,38975,29884,0,1025,28859,9015,2,76.674791533034,31.23808863785994,3.4299290590282423,0.0
1982-04-22,GE-06,Negeri Sembilan,P.094 Tampin,49248,38381,0,1126,37255,20984,3,77.93412930474334,56.32532545966984,2.933743258383054,0.0
1982-04-22,GE-06,Melaka,P.095 Alor Gajah,48437,36070,0,1114,34956,20068,3,74.46786547474038,57.409314566884085,3.088439146104796,0.0
1982-04-22,GE-06,Melaka,P.096 Jasin,46588,35657,0,1683,33974,21110,2,76.53687644887096,62.13575086831106,4.71997083321648,0.0
1982-04-22,GE-06,Melaka,P.097 Batu Berendam,54311,41767,0,1496,40271,21605,2,76.90338973688571,53.64902783640834,3.5817750855938897,0.0
1982-04-22,GE-06,Melaka,P.098 Kota Melaka,69900,54914,0,1145,53769,4851,2,78.56080114449213,9.021927132734476,2.085078486360491,0.0
1982-04-22,GE-06,Johor,P.099 Labis,36950,0,0,0,0,0,1,,,,
1982-04-22,GE-06,Johor,P.100 Segamat,41273,32845,0,1305,31540,11007,3,79.57987061759503,34.89854153455929,3.973207489724463,0.0
1982-04-22,GE-06,Johor,P.101 Keluang,54717,42094,0,1227,40867,6653,2,76.9303872653837,16.27963882839455,2.914904737017152,0.0
1982-04-22,GE-06,Johor,P.102 Tenggaroh,24453,17477,0,856,16621,11565,2,71.47180305075041,69.58065098369532,4.897865766435887,0.0
1982-04-22,GE-06,Johor,P.103 Ledang,33496,0,0,0,0,0,1,,,,
1982-04-22,GE-06,Johor,P.104 Pagoh,30617,22921,0,1234,21687,16383,2,74.86363784825424,75.54295199889334,5.383709262248592,0.0
1982-04-22,GE-06,Johor,P.105 Ayer Hitam,37778,28937,0,1115,27822,15652,2,76.59749060299646,56.25763784055783,3.853198327400906,0.0
