date,election,state,seat,voters_total,ballots_issued,ballots_not_returned,votes_rejected,votes_valid,majority,n_candidates,voter_turnout,majority_perc,votes_rejected_perc,ballots_not_returned_perc
1999-11-29,GE-10,Pahang,P.079 Paya Besar,53281,42221,2733,1553,37935,3563,2,79.24213134137872,9.392381705548965,3.9328403565640193,6.473082115534923
1999-11-29,GE-10,Pahang,P.080 Pekan,35832,26797,111,631,26055,241,2,74.78510828309891,0.9249664171943965,2.3645357116090833,0.414225473000709
1999-11-29,GE-10,Pahang,P.081 Maran,42988,33483,104,609,32770,3748,2,77.88917837536057,11.437290204455294,1.8245004344048652,0.31060538183555836
1999-11-29,GE-10,Pahang,P.082 Mentekab,43766,32144,166,1504,30474,6524,2,73.44514006306265,21.408413729736825,4.703233473012696,0.5164260826281731
1999-11-29,GE-10,Pahang,P.083 Bentung,50968,36996,655,848,35493,10715,2,72.58672107989327,30.189051362240445,2.3334525742274566,1.7704616715320576
1999-11-29,GE-10,Pahang,P.084 Temerluh,53685,39752,292,915,38545,213,2,74.04675421439882,0.5526008561421715,2.3188038520020275,0.734554236264842
1999-11-29,GE-10,Pahang,P.085 Rompin,34321,26554,170,598,25786,6028,2,77.36954051455378,23.37702629333747,2.266525166767738,0.6402048655569782
1999-11-29,GE-10,Selangor,P.086 Sabak Bernam,34035,23498,38,743,22717,901,2,69.04069340384898,3.966192719109037,3.167092924126172,0.16171589071410333
1999-11-29,GE-10,Selangor,P.087 Tanjong Karang,42109,30478,8,863,29607,2075,2,72.37882637915885,7.008477724862364,2.832294059730883,0.02624844149878601
1999-11-29,GE-10,Selangor,P.088 Hulu Selangor,52346,37195,224,1280,35691,8595,2,71.0560501279945,24.081701269227537,3.4621730545562737,0.6022314827261729
1999-11-29,GE-10,Selangor,P.089 Kuala Selangor,52469,38421,23,1098,37300,9920,2,73.22609540871753,26.595174262734584,2.859523933538205,0.05986309570287083
1999-11-29,GE-10,Selangor,P.090 Selayang,85571,63275,699,1453,61123,8835,2,73.94444379521099,14.454460677649985,2.321976476604449,1.104701698933228
1999-11-29,GE-10,Selangor,P.091 Gombak,73945,56074,2,649,55423,803,2,75.83203732503888,1.4488569727369502,1.157440433728064,0.0035667154117772944
1999-11-29,GE-10,Selangor,P.092 Ampang Jaya,98527,74869,99,1199,73571,7767,2,75.9883077735037,10.557148876595397,1.6035843252641433,0.13223096341610013
1999-11-29,GE-10,Selangor,P.093 Hulu Langat,70819,53617,440,1007,52170,3866,2,75.70990835792655,7.410389112516771,1.89367583729808,0.8206352462838278
1999-11-29,GE-10,Selangor,P.094 PJ Utara,70634,49981,33,517,49431,2481,3,70.76054024973809,5.019117557807854,1.0350764795387202,0.06602508953402293
1999-11-29,GE-10,Selangor,P.095 PJ Selatan,67687,46652,106,772,45774,3845,3,68.92313147280866,8.399965045659108,1.6585743135822628,0.22721426734116437
1999-11-29,GE-10,Selangor,P.096 Serdang,94839,72618,590,1707,70321,4099,2,76.56976560275835,5.828984229462039,2.3699117010051647,0.8124707372827673
1999-11-29,GE-10,Selangor,P.097 Subang,92794,67847,1216,1509,65122,7152,2,73.11571868870831,10.982463683547802,2.2647116207170837,1.7922678968856398
1999-11-29,GE-10,Selangor,P.098 Shah Alam,92737,71477,221,994,70262,1440,2,77.0749539018946,2.049471976317213,1.3949702481194566,0.30919036892986557
1999-11-29,GE-10,Selangor,P.099 Kapar,74502,56060,32,1116,54912,2860,3,75.24630211269496,5.208333333333334,1.9918612122510175,0.05708169818052087
1999-11-29,GE-10,Selangor,P.100 Klang,80673,56325,70,956,55299,5673,3,69.8188985162322,10.258775023056476,1.699404497378011,0.12427873945849977
1999-11-29,GE-10,Selangor,P.101 Kuala Langat,57430,43296,242,1318,41736,8020,2,75.38916942364618,19.21602453517347,3.0612718911134857,0.5589430894308943
1999-11-29,GE-10,Selangor,P.102 Sepang,54161,40145,38,1131,38976,7162,2,74.12160041358172,18.375410509031198,2.8199566160520604,0.09465686885041724
1999-11-29,GE-10,W.P. Kuala Lumpur,P.103 Kepong,64956,49730,52,271,49407,1766,3,76.55951721165096,3.574392292590119,0.5455131043922863,0.1045646491051679
1999-11-29,GE-10,W.P. Kuala Lumpur,P.104 Batu,61078,44916,1370,565,42981,2297,2,73.5387537247454,5.3442218654754425,1.2974785284526706,3.05013803544394
1999-11-29,GE-10,W.P. Kuala Lumpur,P.105 Wangsa Maju,75087,59609,4523,710,54376,5618,2,79.386578235913,10.331764013535382,1.288893729804306,7.587780368736265
1999-11-29,GE-10,W.P. Kuala Lumpur,P.106 Segambut,60110,42175,533,378,41264,8588,2,70.16303443686574,20.812330360604886,0.9077373805292733,1.2637818612922347
1999-11-29,GE-10,W.P. Kuala Lumpur,P.107 Titiwangsa,53694,36245,246,264,35735,1513,2,67.50288672849852,4.233944312298867,0.733353704269563,0.6787143054214374
1999-11-29,GE-10,W.P. Kuala Lumpur,P.108 Bukit Bintang,62865,39333,1306,733,37294,1134,3,62.56740634693391,3.0407035984340647,1.927577773687117,3.320367121755269
1999-11-29,GE-10,W.P. Kuala Lumpur,P.109 Lembah Pantai,52607,36256,65,193,35998,1454,2,68.91858497918528,4.039113284071337,0.5332817551324914,0.17928067078552515
1999-11-29,GE-10,W.P. Kuala Lumpur,P.110 Seputeh,72014,52995,41,249,52705,5200,4,73.58985752770295,9.866236599943079,0.4702194357366771,0.07736578922539862
1999-11-29,GE-10,W.P. Kuala Lumpur,P.111 Cheras,65784,46465,82,217,46166,8992,2,70.63267663869634,19.477537581770136,0.4678438220899898,0.1764769181104057
1999-11-29,GE-10,W.P. Kuala Lumpur,P.112 Bandar Tun Razak,59182,45041,1053,666,43322,1224,2,76.10591058091988,2.8253543234384377,1.5140492861689552,2.337869940720677
1999-11-29,GE-10,Negeri Sembilan,P.113 Jelebu,37322,28236,622,677,26937,7119,2,75.65510958683886,26.42833277647845,2.4516549576301876,2.2028615951267887
1999-11-29,GE-10,Negeri Sembilan,P.114 Jempol,49617,36546,5,1006,35535,11919,2,73.65620654211259,33.5415787252005,2.753071891847514,0.01368138783998249
1999-11-29,GE-10,Negeri Sembilan,P.115 Tampin,47628,35246,468,869,33909,9979,2,74.00268749475099,29.428765224571645,2.4987060785554087,1.327810247971401
1999-11-29,GE-10,Negeri Sembilan,P.116 Kuala Pilah,43900,31232,153,909,30170,2818,2,71.14350797266515,9.340404375207159,2.924804530390296,0.48988217213114754
1999-11-29,GE-10,Negeri Sembilan,P.117 Seremban,80413,60008,1093,1841,57074,9236,2,74.62474972952134,16.182499912394434,3.1248408724433503,1.8214238101586455
1999-11-29,GE-10,Negeri Sembilan,P.118 Rasah,79464,58359,638,1825,55896,1386,2,73.44080338266384,2.479604980678403,3.1617608842535643,1.0932332630785313
1999-11-29,GE-10,Negeri Sembilan,P.119 Telok Kemang,67187,48563,2770,1857,43936,9694,2,72.28035185378123,22.063911143481427,4.055204943987072,5.703930976257645
1999-11-29,GE-10,Melaka,P.120 Alor Gajah,51303,41855,3996,961,36898,12332,2,81.5839229674678,33.4218656837769,2.5383660424205603,9.547246446063792
1999-11-29,GE-10,Melaka,P.121 Selandar,49558,36525,70,1084,35371,10739,2,73.70152144961459,30.36103022249866,2.973529008366479,0.19164955509924708
1999-11-29,GE-10,Melaka,P.122 Batu Berendam,88286,69592,104,1464,68024,7288,2,78.82563486849557,10.713865694460779,2.1068385908358276,0.14944246465110933
1999-11-29,GE-10,Melaka,P.123 Kota Melaka,76374,58921,89,1277,57555,9389,2,77.14798229764057,16.31309182521067,2.1705874354093013,0.15104971062948694
1999-11-29,GE-10,Melaka,P.124 Jasin,48165,37467,72,810,36585,10691,2,77.78885082528807,29.222358890255567,2.166064981949458,0.19216910881575786
1999-11-29,GE-10,Johor,P.125 Segamat,60782,43566,107,1188,42271,10429,2,71.67582507979337,24.671760781623338,2.7336109896684233,0.245604370380572
1999-11-29,GE-10,Johor,P.126 Ledang,56531,39364,72,1167,38125,13507,2,69.63259096778759,35.42819672131148,2.970070243306526,0.1829082410324154
1999-11-29,GE-10,Johor,P.127 Pagoh,39791,28330,35,872,27423,12857,2,71.19700434771681,46.88400247967035,3.0818165753666724,0.12354394634662902
1999-11-29,GE-10,Johor,P.128 Labis,48674,34775,83,1075,33617,13801,2,71.44471381024778,41.0536335782491,3.0986971059610284,0.23867721063982744
1999-11-29,GE-10,Johor,P.129 Mersing,39286,27617,54,782,26781,10861,2,70.29730692867689,40.554870990627684,2.837136741283605,0.19553173769779483
1999-11-29,GE-10,Johor,P.130 Kluang,63944,46641,2898,1033,42710,18370,2,72.94038533717003,43.01100444860688,2.3615207004549297,6.2134173795587575
1999-11-29,GE-10,Johor,P.131 Parit Sulong,62208,46006,26,1117,44863,17657,2,73.95511831275721,39.35759980384727,2.429317094388865,0.05651436769117072
1999-11-29,GE-10,Johor,P.132 Bakri,53251,39486,119,1375,37992,13360,2,74.15072017426903,35.16529795746473,3.4927731348591458,0.30137263840348477
1999-11-29,GE-10,Johor,P.133 Muar,41537,29090,34,852,28204,7182,2,70.03394563882803,25.464473124379523,2.93226872246696,0.11687865245788931
1999-11-29,GE-10,Johor,P.134 Sri Gading,55710,41687,67,866,40754,17558,2,74.82857655717106,43.08288756931835,2.0807304180682364,0.16072156787487707
1999-11-29,GE-10,Johor,P.135 Batu Pahat,64048,47176,79,1197,45900,17448,2,73.65725705720709,38.01307189542484,2.541563156888974,0.16745802950652874
1999-11-29,GE-10,Johor,P.136 Tenggara,48461,37829,903,991,35935,20817,2,78.06070861104806,57.92959510226798,2.6837458701186154,2.3870575484416716
1999-11-29,GE-10,Johor,P.137 Sungai Benut,57646,41844,89,1291,40464,20692,2,72.58786385872394,51.13681296955318,3.0918452879894627,0.2126947710543925
1999-11-29,GE-10,Johor,P.138 Senai,64753,48556,24,1591,46941,17533,2,74.98648711256621,37.3511429240962,3.2782494024561113,0.049427465194826596
1999-11-29,GE-10,Johor,P.139 Kota Tinggi,57571,44994,156,1187,43651,32161,2,78.15393166698512,73.67757897871755,2.647308086890584,0.3467128950526737
1999-11-29,GE-10,Johor,P.140 Tebrau,87202,65572,809,1680,63083,35485,2,75.19552303846243,56.25128798566968,2.5940737766934823,1.23375831147441
1999-11-29,GE-10,Johor,P.141 Johor Bahru,77837,54588,724,1008,52856,24558,2,70.13117155080488,46.462085666717115,1.8713797712758058,1.3262988202535357
1999-11-29,GE-10,Johor,P.142 Pulai,72051,47521,101,930,46490,24568,2,65.95467099693273,52.84577328457733,1.9611978068325602,0.21253761494918036
1999-11-29,GE-10,Johor,P.143 Gelang Patah,74560,56060,118,1243,54699,26805,2,75.18776824034335,49.00455218559755,2.2219441564477496,0.2104887620406707
1999-11-29,GE-10,Johor,P.144 Pontian,64557,48055,55,1572,46428,29910,2,74.43809346778816,64.42233135177048,3.2750000000000004,0.11445219019873061
1999-11-29,GE-10,W.P. Labuan,P.145 Labuan,21611,14159,1806,176,12177,6515,3,65.5175605015964,53.50250472201692,1.4247551202137132,12.75513807472279
1999-11-29,GE-10,Sabah,P.146 Marudu,35532,20299,15,265,20019,3887,3,57.12878532027468,19.41655427344023,1.3064484322618812,0.07389526577663924
1999-11-29,GE-10,Sabah,P.147 Bandau,25422,16694,16,204,16474,1684,3,65.66753205884666,10.222168265145077,1.2231682455929969,0.0958428177788427
1999-11-29,GE-10,Sabah,P.148 Kota Belud,37484,29070,139,266,28665,9216,5,77.55308931810906,32.15070643642072,0.9194289862085653,0.478156174750602
1999-11-29,GE-10,Sabah,P.149 Tuaran,36085,23773,28,207,23538,2813,3,65.88055978938617,11.950887925907045,0.8717624763108023,0.11778067555630338
1999-11-29,GE-10,Sabah,P.150 Gaya,47135,27405,14,149,27242,4117,3,58.14150843322372,15.112693634828572,0.5439742981271221,0.05108556832694764
1999-11-29,GE-10,Sabah,P.151 Tanjong Aru,41414,24028,276,111,23641,545,3,58.01902738204472,2.305317033966414,0.46732906702593463,1.1486598967870818
1999-11-29,GE-10,Sabah,P.152 Penampang,45592,30104,1980,353,27771,3320,3,66.02912791717846,11.954916999747939,1.2551557388707155,6.5771990433165035
1999-11-29,GE-10,Sabah,P.153 Papar,31134,21864,43,200,21621,6405,2,70.22547697051455,29.62397668932982,0.9165482791806059,0.19667032564946946
1999-11-29,GE-10,Sabah,P.154 Beaufort,40002,25707,49,440,25218,6800,2,64.26428678566072,26.964866365294633,1.7148647595291915,0.19060956159800832
1999-11-29,GE-10,Sabah,P.155 Sipitang,22084,15181,27,186,14968,4339,3,68.74207571092194,28.988508818813468,1.2273987066121155,0.17785389631776563
1999-11-29,GE-10,Sabah,P.156 Kinabalu,25538,18502,105,199,18198,5423,3,72.44889967890987,29.79997801956259,1.0816981029515682,0.5675062155442655
1999-11-29,GE-10,Sabah,P.157 Keningau,39971,25602,3,283,25316,250,2,64.05143729203672,0.9875177753199558,1.1055119340599242,0.011717834544176237
1999-11-29,GE-10,Sabah,P.158 Tenom,27477,18940,8,216,18716,3642,2,68.93037813443972,19.45928617225903,1.1409254172829073,0.042238648363252376
1999-11-29,GE-10,Sabah,P.159 Beluran,18590,12231,12,152,12067,1276,3,65.79343733189887,10.5742935278031,1.243964317865619,0.09811135638950208
1999-11-29,GE-10,Sabah,P.160 Libaran,34687,16711,185,231,16295,6311,2,48.17655029261683,38.729671678428964,1.397797410141595,1.1070552330800072
1999-11-29,GE-10,Sabah,P.161 Sandakan,45645,25417,537,296,24584,4368,3,55.684083689341655,17.76765375854214,1.1897106109324758,2.112759176928827
1999-11-29,GE-10,Sabah,P.162 Kinabatangan,21438,12616,19,210,12387,3895,2,58.84877320645583,31.444256074917256,1.6670635865682306,0.15060240963855423
1999-11-29,GE-10,Sabah,P.163 Silam,42341,23144,99,306,22739,6519,2,54.66096691150422,28.668806895641847,1.3278368409633325,0.42775665399239543
1999-11-29,GE-10,Sabah,P.164 Semporna,41300,24155,14,326,23815,13325,2,58.48668280871671,55.952131009867735,1.3503997348908496,0.05795901469675016
1999-11-29,GE-10,Sabah,P.165 Tawau,60260,33252,530,240,32482,11116,3,55.18088284102224,34.22203066313651,0.7334515005195281,1.5938890893780824
1999-11-29,GE-10,Sarawak,P.166 Mas Gading,26721,17706,114,244,17348,4020,2,66.26249017626586,23.172700023057413,1.3869940882219192,0.6438495425279567
1999-11-29,GE-10,Sarawak,P.167 Santubong,21057,14225,0,210,14015,1895,2,67.55473239302844,13.521227256510882,1.476274165202109,0.0
1999-11-29,GE-10,Sarawak,P.168 Petra Jaya,35179,21672,474,312,20886,2870,2,61.60493476221609,13.7412620894379,1.471836965751486,2.187153931339978
1999-11-29,GE-10,Sarawak,P.169 Bandar Kuching,54598,35318,1078,238,34002,8389,3,64.6873511850251,24.672078113052173,0.6950934579439252,3.052267965343451
1999-11-29,GE-10,Sarawak,P.170 Stampin,51050,31098,300,391,30407,8897,3,60.916748285994125,29.259709935212285,1.2695629586336776,0.9646922631680493
1999-11-29,GE-10,Sarawak,P.171 Kota Samarahan,28962,22433,3206,411,18816,8215,3,77.45666735722672,43.65965136054422,2.1376189733187707,14.29144563812241
1999-11-29,GE-10,Sarawak,P.172 Mambong,33225,21563,81,500,20982,1672,2,64.89992475545523,7.968735106281574,2.3275300251373245,0.3756434633399805
1999-11-29,GE-10,Sarawak,P.173 Serian,30076,17974,120,451,17403,8451,3,59.761936427716456,48.56059300120668,2.526044583846757,0.667631022588183
1999-11-29,GE-10,Sarawak,P.174 Batang Sadong,18034,10990,21,174,10795,5218,3,60.94044582455362,48.33719314497453,1.5862886315981402,0.1910828025477707
1999-11-29,GE-10,Sarawak,P.175 Batang Lupar,18917,10944,13,339,10592,5214,2,57.85272506211344,49.22583081570997,3.1012716128442044,0.11878654970760233
1999-11-29,GE-10,Sarawak,P.176 Sri Aman,28291,16820,1125,411,15284,7594,2,59.453536460358414,49.68594608741167,2.6186683657215672,6.6884661117717
1999-11-29,GE-10,Sarawak,P.177 Lubok Antu,16405,11092,13,223,10856,6662,2,67.61353245961597,61.36698599852616,2.0128170412492103,0.11720158672917419
1999-11-29,GE-10,Sarawak,P.178 Betong,19885,0,0,0,0,0,1,,,,
1999-11-29,GE-10,Sarawak,P.179 Saratok,23611,15858,0,271,15587,5503,2,67.16361018169498,35.3050619105665,1.7089166351368394,0.0
1999-11-29,GE-10,Sarawak,P.180 Kuala Rajang,27647,18543,31,486,18026,10586,2,67.07056823525156,58.72628425607456,2.625324114088159,0.16717898937604486
1999-11-29,GE-10,Sarawak,P.181 Sarikei,33513,23568,69,241,23258,7363,3,70.32494852743712,31.657924155129418,1.0255755564066555,0.29276985743380857
1999-11-29,GE-10,Sarawak,P.182 Julau,18141,13707,15,285,13407,6286,4,75.55812799735406,46.885955098083095,2.081507449605609,0.1094331363536879
1999-11-29,GE-10,Sarawak,P.183 Kanowit,18168,10620,0,274,10346,5218,2,58.45442536327609,50.4349507055867,2.5800376647834278,0.0
1999-11-29,GE-10,Sarawak,P.184 Lanang,38177,26084,70,292,25722,6790,2,68.32385991565603,26.397636264676155,1.1224725147997232,0.2683637478914277
1999-11-29,GE-10,Sarawak,P.185 Sibu,56921,38521,756,453,37312,9142,2,67.67449623161926,24.501500857632934,1.1995233681980668,1.9625658731600943
1999-11-29,GE-10,Sarawak,P.186 Mukah,25390,15371,33,389,14949,7567,2,60.539582512800315,50.61877048632015,2.5361846394575562,0.21469000065057575
1999-11-29,GE-10,Sarawak,P.187 Selangau,19689,11948,14,327,11607,3617,2,60.68363045355275,31.162229688980787,2.7400703871292107,0.1171744224974891
1999-11-29,GE-10,Sarawak,P.188 Kapit,21934,14422,54,227,14141,11016,3,65.7518008571168,77.90113853334276,1.579899777282851,0.37442795728747746
1999-11-29,GE-10,Sarawak,P.189 Hulu Rajang,16018,9878,11,232,9635,4133,2,61.66812336121863,42.8956927867151,2.3512719164893077,0.11135857461024498
1999-11-29,GE-10,Sarawak,P.190 Bintulu,45920,30437,53,422,29962,1400,2,66.28266550522648,4.672585274681263,1.3888888888888888,0.1741301705161481
1999-11-29,GE-10,Sarawak,P.191 Miri,68305,40439,421,482,39536,10706,2,59.20357221286875,27.079117766086604,1.2044579939027438,1.041074210539331
1999-11-29,GE-10,Sarawak,P.192 Baram,24842,10619,14,259,10346,6872,2,42.74615570404959,66.42180552870674,2.442244224422442,0.13183915622940012
1999-11-29,GE-10,Sarawak,P.193 Bukit Mas,34226,17638,184,237,17217,10526,3,51.53392158008532,61.13724806876923,1.3578549329666552,1.043202177117587
2004-03-21,GE-11,Perlis,P.001 Padang Besar,33899,28453,400,672,27381,9265,2,83.93462934009854,33.837332456813115,2.395465725590846,1.4058271535514708
2004-03-21,GE-11,Perlis,P.002 Kangar,40516,33095,99,548,32448,12548,2,81.6837792477046,38.67110453648915,1.6608073705903745,0.29913884272548724
2004-03-21,GE-11,Perlis,P.003 Arau,38067,32062,38,533,31491,3243,2,84.22518191609531,10.298180432504525,1.6643767174619035,0.11852036678934563
2004-03-21,GE-11,Kedah,P.004 Langkawi,27980,22844,36,560,22248,10772,2,81.64403145103645,48.41783531103919,2.455278849526482,0.15759061460339696
2004-03-21,GE-11,Kedah,P.005 Jerlun,44148,36822,0,718,36104,2142,2,83.40581679804295,5.932860624861512,1.9499212427353214,0.0
2004-03-21,GE-11,Kedah,P.006 Kubang Pasu,49594,40602,81,919,39602,13712,2,81.868774448522,34.62451391343871,2.267959823301498,0.19949756169646815
2004-03-21,GE-11,Kedah,P.007 Padang Terap,32412,28094,21,693,27380,2172,2,86.67777366407503,7.932797662527393,2.4685641007373635,0.07474905673809354
2004-03-21,GE-11,Kedah,P.008 Pokok Sena,66072,53035,0,855,52180,7300,2,80.2684949751786,13.99003449597547,1.6121429244838317,0.0
2004-03-21,GE-11,Kedah,P.009 Alor Star,57313,43257,186,828,42243,14515,2,75.47502311866417,34.36072248656582,1.922407188131225,0.42998821000069354
2004-03-21,GE-11,Kedah,P.010 Kuala Kedah,78791,64332,109,1023,63200,10214,2,81.64891929281262,16.16139240506329,1.5928872833720007,0.1694335633899148
2004-03-21,GE-11,Kedah,P.011 Pendang,57180,49193,0,383,48810,50,2,86.03182931094788,0.1024380249948781,0.7785660561461997,0.0
2004-03-21,GE-11,Kedah,P.012 Jerai,63886,50918,0,1015,49903,10405,2,79.70134301724947,20.850449872753142,1.9934011547979105,0.0
2004-03-21,GE-11,Kedah,P.013 Sik,37036,31682,0,1287,30395,319,2,85.54379522626634,1.0495147228162527,4.06224354523073,0.0
2004-03-21,GE-11,Kedah,P.014 Merbok,57922,44981,70,1142,43769,15445,2,77.65788474154898,35.28753227169915,2.542806884727572,0.15562126231075343
2004-03-21,GE-11,Kedah,P.015 Sungai Petani,70920,55639,0,1007,54632,17502,2,78.4531866892273,32.03616927807878,1.8098815579000342,0.0
2004-03-21,GE-11,Kedah,P.016 Baling,74698,62202,0,1109,61093,4229,2,83.27130579131972,6.92223331641923,1.7829008713546188,0.0
2004-03-21,GE-11,Kedah,P.017 Padang Serai,53925,43307,10,1075,42222,10316,2,80.30968938340287,24.43276017242196,2.482851005843361,0.023090955272819635
2004-03-21,GE-11,Kedah,P.018 Kulim-Bandar Baharu,50024,38789,494,1181,37114,7998,2,77.54078042539581,21.549819475130676,3.0839535187361276,1.2735569362448118
2004-03-21,GE-11,Kelantan,P.019 Tumpat,70810,55090,0,1072,54018,1820,2,77.79974579861602,3.3692472879410564,1.9459066981303321,0.0
2004-03-21,GE-11,Kelantan,P.020 Pengkalan Chepa,44844,36135,297,818,35020,6222,2,80.57934171795557,17.766990291262136,2.282493442714437,0.821917808219178
2004-03-21,GE-11,Kelantan,P.021 Kota Bharu,61409,46707,0,768,45939,1723,2,76.05888387695614,3.7506258299048736,1.6442931466375492,0.0
2004-03-21,GE-11,Kelantan,P.022 Pasir Mas,52771,41395,0,1396,39999,1251,3,78.44270527372989,3.127578189454736,3.372387969561541,0.0
2004-03-21,GE-11,Kelantan,P.023 Rantau Panjang,40956,30088,65,701,29322,732,2,73.46420548881727,2.4964190710047065,2.3348765946107983,0.21603296995479923
2004-03-21,GE-11,Kelantan,P.024 Kubang Kerian,47148,38458,0,1225,37233,5627,2,81.56867735640961,15.11293744796283,3.1852930469603207,0.0
2004-03-21,GE-11,Kelantan,P.025 Bachok,55319,46335,327,893,45115,1567,2,83.75964858366926,3.473345893826887,1.9409667883846287,0.7057300097118808
2004-03-21,GE-11,Kelantan,P.026 Ketereh,46493,38187,276,751,37160,2888,2,82.13494504549071,7.771797631862218,1.98095539553164,0.7227590541283683
2004-03-21,GE-11,Kelantan,P.027 Tanah Merah,37665,30896,421,788,29687,2527,2,82.02840833665206,8.512143362414525,2.5857260049220674,1.3626359399274988
2004-03-21,GE-11,Kelantan,P.028 Pasir Puteh,57308,51676,266,1184,50226,3810,2,90.17240175891673,7.585712579142277,2.3030538805679828,0.5147457233532007
2004-03-21,GE-11,Kelantan,P.029 Machang,43874,35392,0,599,34793,135,2,80.66736563796326,0.38800908228666686,1.6924728752260396,0.0
2004-03-21,GE-11,Kelantan,P.030 Jeli,32729,26961,0,394,26567,7353,2,82.3764856854777,27.677193510746417,1.4613701272208004,0.0
2004-03-21,GE-11,Kelantan,P.031 Kuala Krai,45259,36667,2,785,35880,2416,2,81.01593053315362,6.733556298773689,2.1410064093822445,0.005454495868219379
2004-03-21,GE-11,Kelantan,P.032 Gua Musang,26137,21076,0,534,20542,6598,2,80.6366453686345,32.11955992600526,2.5336876067565,0.0
2004-03-21,GE-11,Terengganu,P.033 Besut,51284,44357,0,683,43674,8500,2,86.4928632711957,19.46238036360306,1.5397795161981198,0.0
2004-03-21,GE-11,Terengganu,P.034 Setiu,48161,42494,47,760,41687,7405,2,88.2332177488009,17.763331494230815,1.7904681131764317,0.1106038499552878
2004-03-21,GE-11,Terengganu,P.035 Kuala Nerus,52468,46546,140,713,45693,4097,2,88.71312037813524,8.96636246252161,1.5364392535448004,0.3007777252610321
2004-03-21,GE-11,Terengganu,P.036 Kuala Terengganu,72259,61085,240,790,60055,1933,2,84.53618234406787,3.2187161768378982,1.2983811323855698,0.39289514610788245
2004-03-21,GE-11,Terengganu,P.037 Marang,64367,57186,331,866,55989,163,2,88.84366212500194,0.29112861454928646,1.5231729839064285,0.5788129961878782
2004-03-21,GE-11,Terengganu,P.038 Hulu Terengganu,45258,40559,56,633,39870,7760,2,89.61730522780503,19.46325558063707,1.5628471965039625,0.138070465248157
2004-03-21,GE-11,Terengganu,P.039 Dungun,55711,50206,1598,708,47900,4896,2,90.11864802283212,10.221294363256785,1.456550362080316,3.1828865075887345
2004-03-21,GE-11,Terengganu,P.040 Kemaman,66416,58461,273,1036,57152,15882,2,88.02246446639363,27.789053751399777,1.7804358286932012,0.46697798532354906
2004-03-21,GE-11,Pulau Pinang,P.041 Kepala Batas,39622,33356,0,672,32684,18122,2,84.18555348038969,55.44608982988618,2.014630051564936,0.0
2004-03-21,GE-11,Pulau Pinang,P.042 Tasek Gelugor,41615,34551,92,620,33839,10183,2,83.02535143578037,30.092496823192178,1.7992396761368583,0.2662730456426731
2004-03-21,GE-11,Pulau Pinang,P.043 Bagan,57322,43542,13,961,42568,3622,2,75.960364258051,8.508738958842322,2.2077235865744673,0.029856230765697486
2004-03-21,GE-11,Pulau Pinang,P.044 Permatang Pauh,54041,43734,185,665,42884,590,2,80.92744397772061,1.375804495849268,1.5270155457071344,0.4230118443316413
2004-03-21,GE-11,Pulau Pinang,P.045 Bukit Mertajam,58736,45442,428,1148,43866,8564,2,77.36652138381912,19.523093056125475,2.5503176789443285,0.9418599533471237
2004-03-21,GE-11,Pulau Pinang,P.046 Batu Kawan,43055,32559,0,811,31748,8998,3,75.62187899198699,28.341942799546427,2.490862741484689,0.0
2004-03-21,GE-11,Pulau Pinang,P.047 Nibong Tebal,41161,32413,21,751,31641,6005,2,78.7468720390661,18.978540501248382,2.3184736972091873,0.06478881930089778
2004-03-21,GE-11,Pulau Pinang,P.048 Bukit Bendera,65126,46843,0,998,45845,10717,2,71.92672665294967,23.3765950485331,2.1305211024059094,0.0
2004-03-21,GE-11,Pulau Pinang,P.049 Tanjong,57902,39793,0,717,39076,4228,2,68.724741805119,10.819940628518784,1.8018244414846833,0.0
2004-03-21,GE-11,Pulau Pinang,P.050 Jelutong,59641,43538,30,1002,42506,7470,2,73.00011736892407,17.573989554415846,2.3030247310839385,0.06890532408470762
2004-03-21,GE-11,Pulau Pinang,P.051 Bukit Gelugor,60123,44618,28,793,43797,1261,2,74.21120037256956,2.879192638765212,1.7784256559766762,0.06275494195167869
2004-03-21,GE-11,Pulau Pinang,P.052 Bayan Baru,55407,41020,1,1010,40009,18851,2,74.0339668272962,47.116898697793,2.4622735805358493,0.0024378352023403218
2004-03-21,GE-11,Pulau Pinang,P.053 Balik Pulau,38611,29825,30,564,29231,12997,2,77.24482660381756,44.46307002839451,1.8929350562174863,0.10058675607711651
2004-03-21,GE-11,Perak,P.054 Gerik,24646,18702,1098,759,16845,8397,2,75.88249614541913,49.84861976847729,4.311520109066121,5.871029836381136
2004-03-21,GE-11,Perak,P.055 Lenggong,23159,16531,20,295,16216,5632,2,71.38045684183255,34.73112974839665,1.7866876627702744,0.12098481640554111
2004-03-21,GE-11,Perak,P.056 Larut,40150,31393,78,795,30520,7608,2,78.1892901618929,24.927916120576672,2.538719463515887,0.24846303316025864
2004-03-21,GE-11,Perak,P.057 Parit Buntar,44797,34567,41,591,33935,4689,2,77.16364935151907,13.8175924561662,1.7117534611597058,0.1186102351954176
2004-03-21,GE-11,Perak,P.058 Bagan Serai,47745,35076,54,986,34036,5618,2,73.46528432296576,16.506052415089904,2.8153731939923476,0.1539514197742046
2004-03-21,GE-11,Perak,P.059 Bukit Gantang,53880,38642,56,886,37700,8888,2,71.71863400148479,23.575596816976127,2.296169595189965,0.14492003519486568
